"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"H2506","3","definition","5","Gère et forme les équipes de travail pour assurer une performance optimale"
"H2506","3","definition","6","Contrôle la qualité des matières premières et des produits finis pour répondre aux standards de l''industrie"
"H2506","3","definition","7","Collabore avec les autres départements (R&D, qualité, maintenance) pour améliorer continuellement les processus"
"H2506","4","acces_metier","1","Cet emploi est accessible avec un BTS en industries agroalimentaires, une Licence Professionnelle en production industrielle, un Master en management de la production ou un Diplôme d''Ingénieur en agroalimentaire."
"H2507","3","definition","1","Le Responsable de ligne de production industrielle orchestre avec précision le flux de production pour garantir efficacité et qualité."
"H2507","3","definition","2","Supervise et optimise le fonctionnement de la ligne de production"
"H2507","3","definition","3","Assure le respect des normes de qualité et de sécurité"
"H2507","3","definition","4","Planifie la production en fonction des commandes et des délais"
"H2507","3","definition","5","Coordonne et forme les équipes sur la ligne de production"
"H2507","3","definition","6","Analyse les indicateurs de performance et propose des améliorations"
"H2507","3","definition","7","Gère les approvisionnements et le stock de matières premières"
"H2507","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 2 à Bac + 5 DUT en Génie Industriel ou en Génie de la Production, une Licence professionnelle en Logistique et Production ou un Master en Gestion de Production ou en Ingénierie Industrielle."
"H2508","3","definition","1","L''Ingénieur en exploitation nucléaire joue un rôle crucial dans la gestion et la sécurité des centrales nucléaires."
"H2508","3","definition","2","Supervise la conduite des réacteurs nucléaires en garantissant la sécurité et le respect des normes environnementales"
"H2508","3","definition","3","Optimise les processus de production d''énergie pour améliorer l''efficacité et réduire les coûts"
"H2508","3","definition","4","Réalise des analyses de risque pour prévenir les incidents et garantir la sûreté nucléaire"
"H2508","3","definition","5","Coordonne les équipes techniques pour les opérations de maintenance et les interventions d''urgence"
"H2508","3","definition","6","Participe à la formation du personnel pour assurer une haute qualification des opérateurs de centrale"
"H2508","3","definition","7","Contribue à des projets de recherche et développement pour l''innovation dans le secteur nucléaire"
"H2508","4","acces_metier","1","Ce métier est accessible avec un Diplôme d''Ingénieur avec une spécialisation en énergie, nucléaire ou génie des procédés ou un Master en ingénierie nucléaire."
"H2509","3","definition","1","L''Ingénieur de fonderie ou de forge est spécialisé dans la mise en forme des matériaux, il conçoit et réalise des pièces et ou ensembles mécaniques comportant des structures moulées et ou forgées."
"H2509","3","definition","2","Étudie de la faisabilité d''un produit sur la base du cahier des charges du client et prise en compte de la relation personne-machine"
"H2509","3","definition","3","Conçoit des pièces de fonderie ou de forge"
"H2509","3","definition","4","Organise et met en œuvre les procédés et les moyens de production"
"H2509","3","definition","5","Supervise la fabrication et le moulage des produits"
"H2509","3","definition","6","Contrôle la qualité des pièces issues de la fonte et du moulage"
"H2509","4","acces_metier","1","Cet emploi est accessible avec une certification de niveau Bac + 5."
"H2510","3","definition","1","Le directeur de production industrielle assure la fabrication de produits en optimisant les processus et les ressources."
"H2510","3","definition","2","Supervise et coordonne l''ensemble des activités de production pour atteindre les objectifs de qualité, de coût"
"H2510","3","definition","3","Analyse les flux de production pour améliorer la productivité"
"H2510","3","definition","4","Assure la qualité des produits fabriqués en respectant les normes en vigueur"
"H2510","3","definition","5","Gère les budgets et les coûts de production"
"H2510","3","definition","6","Développe des stratégies pour augmenter l''efficacité et réduire les déchets"
"H2510","3","definition","7","Collabore avec les autres départements pour aligner les objectifs de production avec les objectifs généraux de l''entreprise"
"H2510","4","acces_metier","1","Cet emploi est accessible avec un Bac + 5 ou un Diplôme d''ingénieur en production industrielle, la gestion de production ou en ingénierie de production."
"H2511","3","definition","1","Le Responsable d''atelier de blanchisserie industrielle organise et supervise l''ensemble des activités d''une blanchisserie industrielle."
"H2511","3","definition","2","Gère une équipe composée d''opérateurs et de conducteurs de machines veillant à ce que le service fourni aux clients soit efficace et de qualité"
"H2511","3","definition","3","Assure le suivi de l''activité selon les règles de sécurité, d''hygiène et de salubrité pour le traitement du linge"
"H2511","3","definition","4","Contrôle le bon état de fonctionnement du matériel et la disponibilité des stocks pour éviter les interruptions de service"
"H2511","3","definition","5","Développe des stratégies pour améliorer la satisfaction client et la rentabilité de l''atelier"
"H2511","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 2 à Bac + 5 BTS Gestion de la production, innovation textile, Diplôme d''ingénieur en génie industriel."
"H2511","4","acces_metier","2","Un Certificat de qualification professionnelle (CQP) Responsable d''équipe en blanchisserie est un atout."
"H2512","3","definition","1","Le Responsable d''atelier de fabrication de produits non-tissés supervise et coordonne les activités de production de l''atelier."
"H2512","3","definition","2","Contrôle toutes les opérations de production pour garantir l''efficacité et la qualité des produits non-tissés"
"H2512","3","definition","3","Garantit la gestion des stocks de matières premières et des produits finis ainsi que les objectifs de l''atelier en termes de coût et de délai"
"H2512","3","definition","4","Assure le respect des normes de sécurité et d''hygiène au travail"
"H2512","3","definition","5","Analyse les performances de production et propose des améliorations continues"
"H2512","3","definition","6","Veille à la formation et au développement de compétences des équipes"
"H2512","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 2 à Bac + 5 BTS innovation textile, Diplôme d''ingénieur en génie des matériaux."
"H2512","4","acces_metier","2","Une certification en gestion de production industrielle peut être un atout."
"H2513","3","definition","1","Le Chef d''équipe et d''atelier cuir et peaux organise et supervise les activités de production dans le secteur de la transformation du cuir et des peaux."
"H2513","3","definition","2","Gère des opérateurs, conducteurs de machines spécialisés en cuir assurant le déroulement des opérations de tannage, découpe, et assemblage"
"H2513","3","definition","3","Optimise les processus de production pour améliorer l''efficacité et réduire les coûts"
"H2513","3","definition","4","Contrôle la qualité des produits finis et veille au respect des normes dans un environnement de travail sécurisé et productif"
"H2513","3","definition","5","Collabore avec d''autres départements  pour développer de nouveaux produits"
"H2513","3","definition","6","Assure une gestion de stock de matières premières et de produits finis pour répondre à la demande du marché"
"H2513","4","acces_metier","1","Ce métier est accessible avec un niveau CAP à Bac + 3 CAP Maroquinerie ou Cordonnerie Multiservice, BTS Industries Cuir, option Maroquinerie ou Chaussures, un Diplôme des Métiers d''Art (DMA) Arts de l''habitat option décors et mobiliers, ou une Licence Pro Métiers de la mode."
"H2514","3","definition","1","L''Ingénieur en génie des matériaux intervient dans la recherche, le développement et l''optimisation des matériaux utilisés dans les secteurs industriels."
"H2514","3","definition","2","Utilise des techniques avancées pour analyser la structure et les propriétés des matériaux"
"H2514","3","definition","3","Améliore les matériaux existants pour augmenter leur durabilité, leur résistance et leur efficacité"
"H2514","3","definition","4","Conçoit et tester de nouveaux matériaux pour répondre à des besoins spécifiques"
"H2514","3","definition","5","Travaille avec des équipes pluridisciplinaires et assure la conformité des matériaux aux normes industrielles"
"H2514","4","acces_metier","1","Ce métier est accessible à partir d''un niveau Bac + 3 à Bac + 8 Licence de physique, sciences et génie des matériaux, Master sciences et génie des matériaux, génie mécanique, Diplôme d''ingénieur spécialisée en matériaux, spécialité matériaux et nanotechnologie, Doctorat en chimie, physique, matériaux."
"H2515","3","definition","1","Le Chef d''atelier en industrie de transformation supervise les activités et les objectifs de production en termes de quantité, qualité au sein d''un atelier."
"H2515","3","definition","2","Optimise les processus de production, la gestion du stock de matières premières pour améliorer l''efficacité et réduire les coûts"
"H2515","3","definition","3","Veille au respect des normes de qualité et des procédures de contrôle en mettant en place des actions correctives"
"H2515","3","definition","4","Assure la maintenance des équipements de production et se coordonne avec le service maintenance"
"H2515","3","definition","5","Applique et fait respecter les règles de sécurité, d''hygiène et d''environnement"
"H2515","3","definition","6","Encadre et anime une équipe d''opérateurs, de techniciens et de responsables d''îlots"
"H2515","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 2 à Bac + 5 BTS, licence en pilotage et gestion de procédés, diplôme d''ingénieur spécialisé en agroalimentaire et industrie alimentaire, génie industriel, Master en management de la production."
"H2515","4","acces_metier","2","Un Certificat de qualification professionnelle (CQP) de chef d''atelier en industrie de transformation est également pertinent."
"H2516","3","definition","1","Le Technicien de production du travail des métaux fabrique, assemble des pièces métalliques au sein d''atelier ou usine de production de la métallurgie."
"H2516","3","definition","2","Usine des pièces métalliques selon les plans et les spécifications techniques"
"H2516","3","definition","3","Prépare les machines-outils et règle la programmation sur les machines à commande numérique"
"H2516","3","definition","4","Effectue des opérations de maintenance préventive sur les machines"
"H2516","3","definition","5","Contrôle les dimensions et la qualité des pièces produites en utilisant des instruments de mesure"
"H2516","3","definition","6","Signale les non-conformités, les pannes et participe à leur diagnostic et résolution"
"H2516","4","acces_metier","1","e métier est accessible à partir d''un niveau Bac à Bac + 5 Bac Pro Technicien en chaudronnerie industrielle, BTS Conception et réalisation en chaudronnerie industrielle, Licence Pro Métiers de l''industrie - conception de produits industriels, Diplôme d''Ingénieur en génie mécanique."
"H2516","4","acces_metier","2","Un Certificat de qualification professionnelle (CQP) Technicien de maintenance industrielle peut être pertinent."
"H2601","3","definition","1","Le Bobinier en électricité est spécialisé(e) dans la fabrication, l''assemblage et la réparation des enroulements de fils de cuivre ou d''autres matériaux conducteurs dans des appareils électriques tels que les moteurs, les transformateurs et les générateurs."
"H2601","3","definition","2","Fabrique des bobines électriques"
"H2601","3","definition","3","Répare et remplace des bobines endommagées dans des équipements électriques"
"H2601","3","definition","4","Contrôle la qualité et la conformité des bobines produites"
"H2601","3","definition","5","Assiste dans la conception et le développement de nouvelles bobines électriques"
"H2601","3","definition","6","Gère l''inventaire des matériaux nécessaires au bobinage"
"H2601","3","definition","7","Respecte les normes de sécurité et les réglementations environnementales"
"H2601","4","acces_metier","1","Cet emploi est accessible à partir d''un diplôme de niveau CAP/BEP en électrotechnique ou électricité (CEC 3)."
"H2601","4","acces_metier","2","Une formation complémentaire spécifique en bobinage et technique de soudure est appréciée"
"H2602","3","definition","1","Le Câbleur d''armoires monte des éléments électriques ou électromécaniques à l''intérieur d''armoires, d''équipements, selon des schémas techniques précis et des normes de sécurité en vigueur."
"H2602","3","definition","2","Réalise des tests fonctionnels pour vérifier la continuité électrique et le bon fonctionnement"
"H2602","3","definition","3","Installe le câblage et le raccordement des éléments selon les spécifications techniques"
"H2602","3","definition","4","Procède à la lecture et l''interprétation des plans électriques de schémas de câblage pour monter des composants électriques dans les armoires"
"H2602","3","definition","5","Assure la maintenance préventive et curative avec des réglages préalables à la mise sous tension"
"H2602","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac + 2 électricité, électromécanique ou électrotechnique, environnement connecté, génie électrique et informatique industrielle."
"H2602","4","acces_metier","2","Une habilitation électrique est requise."
"H2603","3","definition","1","L''Opérateur sur machines automatisées en production électrique régule une machine de fabrication automatisée de produits électriques."
"H2603","3","definition","2","Intervient selon les règles de sécurité et les impératifs de fonctionnement pour une production optimale"
"H2603","3","definition","3","Effectue les contrôles de conformité des produits en cours ou en fin de production"
"H2603","3","definition","4","Réalise la maintenance de premier niveau des équipements et des machines"
"H2603","3","definition","5","Documente les procédures et les résultats des tests pour assurer la traçabilité des produits"
"H2603","4","acces_metier","1","Ce métier est accessible avec un Bac Pro électricité, électronique, électrotechnique, mécanique, maintenance, ..."
"H2603","4","acces_metier","2","Il est également accessible avec un diplôme de niveau CAP/BEP dans les mêmes secteurs."
"H2603","4","acces_metier","3","Des habilitations spécifiques (électriques, chimique, ...) peuvent être requises."
"H2604","3","definition","1","L''Assembleur en produits électriques et électroniques constitue tout ou partie de composants électriques ou électroniques à l''aide d''outils manuels ou en suivant des plans et des spécifications techniques."
"H2604","3","definition","2","Utilise des machines semi-automatiques pour la production de matériels électriques et électroniques"
"H2604","3","definition","3","Intervient selon les règles de sécurité et les impératifs de production pour prévenir les incidents"
"H2604","3","definition","4","Effectue des tests fonctionnels pour garantir le bon fonctionnement des appareils assemblés"
"H2604","3","definition","5","Réalise les contrôles de conformité des pièces et des sous-ensembles en cours ou en fin d''assemblage"
"H2604","3","definition","6","Participe à l''amélioration des processus de montage pour augmenter l''efficacité et réduire les coûts"
"H2604","4","acces_metier","1","Ce métier est accessible avec un CAP à BEP Electricité, électrotechnique, électronique."
"H2604","4","acces_metier","2","Les habilitations électriques, bien que non obligatoires, peuvent être un atout."
"H2605","3","definition","1","Le Monteur-câbleur fabrique ou répare des sous-ensembles électriques, électroniques ou électromécaniques qui seront intégrés dans des équipements destinés à diverses applications."
"H2605","3","definition","2","Analyse le schéma de montage et le plan de câblage"
"H2605","3","definition","3","Assemble les composants selon les instructions de montage"
"H2605","3","definition","4","Réalise le câblage des composants conformément au mode opératoire"
"H2605","3","definition","5","Contrôle la conformité des câblages (mesures électriques)"
"H2605","3","definition","6","Intègre les supports et sous-ensembles dans des équipements électromécaniques"
"H2605","3","definition","7","Identifie les anomalies et dysfonctionnements au cours de la fabrication"
"H2605","4","acces_metier","1","Cet emploi est accessible avec un niveau CAP à Bac + 2."
"H2605","4","acces_metier","2","Habilitations électriques de travaux hors tension."
"H2605","4","acces_metier","3","Habilitations électriques de travaux sous tension."
"H2606","3","definition","1","Le Monteur-bobinier en électricité, un professionnel essentiel à la fabrication et à la réparation de composants électriques."
"H2606","3","definition","2","Réalise des bobinages électriques pour moteurs, transformateurs et autres appareils"
"H2606","3","definition","3","Assure la maintenance et la réparation des bobinages existants"
"H2606","3","definition","4","Contrôle la qualité et la conformité des bobinages réalisés"
"H2606","3","definition","5","Utilise des outils et des machines spécifiques pour le bobinage électrique"
"H2606","3","definition","6","Respecte les normes de sécurité et les procédures techniques en vigueur"
"H2606","3","definition","7","Peut conseiller sur les améliorations techniques et les innovations dans le domaine du bobinage"
"H2606","4","acces_metier","1","Cet emploi est accessible avec un CAP Electricien ou avec un Bac professionnel Métiers de l''électricité et de ses environnements connectés (CEC 4)."
"H2607","3","definition","1","Le Chef d''équipe d''atelier de bobinage en électricité, un rôle clé dans la gestion et la supervision des opérations électriques."
"H2607","3","definition","2","Supervise et coordonne les activités de l''atelier de bobinage électrique"
"H2607","3","definition","3","Assure la formation et le développement des compétences des membres de l''équipe"
"H2607","3","definition","4","Contrôle la qualité des travaux de bobinage et assure le respect des normes de sécurité"
"H2607","3","definition","5","Optimise les processus de production pour améliorer l''efficacité de l''atelier"
"H2607","3","definition","6","Gère les stocks de matériaux et les commandes de fournitures nécessaires"
"H2607","3","definition","7","Résout les problèmes techniques et maintient les équipements en bon état de fonctionnement"
"H2607","4","acces_metier","1","Cet emploi est accessible avec un BTS en électrotechnique ou une Licence Professionnelle en Génie électrique et informatique industrielle, respectivement de niveau Bac+2 et Bac+3 (CEC 5/6)."
"H2608","3","definition","1","Le Bobinier en matériels électroniques assemble et répare des composants électroniques tels que les bobines de transformateurs, les selfs, et autres composants inductifs."
"H2608","3","definition","2","Conçoit et fabrique des bobines d''induction et des transformateurs électroniques"
"H2608","3","definition","3","Assemble et monte des composants électroniques selon des spécifications techniques"
"H2608","3","definition","4","Contrôle la qualité des bobines produites pour assurer leur conformité"
"H2608","3","definition","5","Assure la maintenance de premier niveau des machines de bobinage"
"H2608","3","definition","6","Peut participer à la conception de nouveaux modèles de bobines"
"H2608","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau CAP/BEP en électronique ou électrotechnique."
"H2608","4","acces_metier","2","Une formation complémentaire spécifique en bobinage ou techniques de soudure fine est appréciée."
"H2701","3","definition","1","Au cœur de la filière de production thermique, le Technicien d''exploitation en production d''énergie joue un rôle essentiel pour produire de l''électricité en toute sécurité et en temps réel."
"H2701","3","definition","2","Conduit et surveille les installations afin de réaliser le programme de production"
"H2701","3","definition","3","Réalise la maintenance préventive et corrective des équipements"
"H2701","3","definition","4","Assure la conformité des opérations avec les normes environnementales et de sécurité"
"H2701","3","definition","5","Peut effectuer des rondes sur les installations"
"H2701","3","definition","6","Peut intervenir sur le terrain à la demande de la salle de commande pour réaliser des manœuvres ou des contrôles sur les installations"
"H2701","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac à Bac +3 dans un domaine technique tel que mécanique et automatismes industriels, électricité ou électronique, génie des procédés ou informatique industrielle."
"H2702","3","definition","1","Le / La Conducteur(rice) de bloc nucléaire, joue un rôle crucial dans l''exploitation sûre des réacteurs nucléaires."
"H2702","3","definition","2","Supervise et contrôle le fonctionnement des installations nucléaires pour garantir la sécurité et la performance"
"H2702","3","definition","3","Gère les situations d''urgence et met en œuvre les procédures de sécurité appropriées"
"H2702","3","definition","4","Effectue des rondes régulières pour inspecter l''état des équipements et détecter toute anomalie"
"H2702","3","definition","5","Réalise des tests et des analyses pour assurer le bon fonctionnement des systèmes"
"H2702","3","definition","6","Documente les opérations et maintient les registres à jour conformément aux réglementations"
"H2702","3","definition","7","Collabore avec une équipe de techniciens et d''ingénieurs pour optimiser les processus de production d''énergie"
"H2702","4","acces_metier","1","Cet emploi est accessible avec une Licence Professionnelle en radioprotection et sécurité nucléaire, un Diplôme d''Ingénieur en génie nucléaire ou un Master en physique nucléaire. Des certifications spécifiques comme le Certificat de formation ADR - Spécialisation classe 7 (matières radioactives) sont obligatoires. Une habilitation en Prévention et Secours Civiques de niveau 1 (PSC1) peut être un atout."
"H2703","3","definition","1","Le Technicien Expert de Maintenance de Batteries de Véhicules Électriques réalise les opérations d''entretien et de maintenance préventives et correctives spécifiques aux batteries de de véhicules à propulsion électrique partielle ou totale, et est garant de l''application de règles de sécurité sur le poste de travail et maîtrise les protocoles d''intervention spécifiques aux batteries, sur les aspects techniques et organisationnels."
"H2703","3","definition","2","Réalise les opérations de vérification de l''intégrité physique de la batterie (étanchéité, dégradation...) et sa traçabilité de la batterie"
"H2703","3","definition","3","Réalise les opérations d''établissement de diagnostics"
"H2703","3","definition","4","Réalise les opérations de dépose et repose de la batterie"
"H2703","3","definition","5","Réalise les opérations de mise en sécurité, de conditionnement et de stockage de la batterie"
"H2703","3","definition","6","Réalise les opérations de tri et de stockage en sécurité des composants électroniques et électriques d''un véhicule à propulsion électrique partielle ou totale"
"H2703","4","acces_metier","1","Cet emploi est accessible avec un CQP. L''habilitation B2TL est obligatoire à l''exercice du métier."
"H2704","3","definition","1","Le Technicien de démontage de batteries de Véhicules Électriques réalise les opérations de démontage et de stockage spécifiques aux batteries de véhicules à propulsion électrique partielle ou totale. Dans ce cadre, il est garant de l''application de règles de sécurité sur le poste de travail et maîtrise les protocoles d''intervention spécifiques aux batteries, sur les aspects techniques et organisationnels."
"H2704","3","definition","2","Vérifie l''intégrité physique de la batterie (étanchéité, dégradation...) et sa traçabilité"
"H2704","3","definition","3","Etablit des diagnostics"
"H2704","3","definition","4","Demonte la batterie et ses composants"
"H2704","3","definition","5","Met en sécurité, conditionne et stocke la batterie"
"H2704","3","definition","6","Trie et stocke en sécurité les composants électroniques et électriques d''un véhicule à propulsion électrique partielle ou totale"
"H2704","4","acces_metier","1","Cet emploi est accessible avec un CQP. L''habilitation B2TL est obligatoire à l''exercice du métier."
"H2705","3","definition","1","Le Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques contribue à la fabrication des composants, des cellules, des modules pour les batteries dans un environnement de travail à fortes contraintes."
"H2705","3","definition","2","Joue un rôle crucial dans la transition énergétique vers des transports plus durables"
"H2705","3","definition","3","Supervise et optimise le processus de production des composants de batteries pour véhicules électriques"
"H2705","3","definition","4","Contrôle la qualité des produits finis et assure le respect des normes de sécurité"
"H2705","3","definition","5","Coordonne les équipes de travail et gère la formation du personnel aux nouvelles technologies"
"H2705","3","definition","6","Analyse les données de production pour identifier les améliorations possibles et augmenter l''efficacité"
"H2705","3","definition","7","Collabore avec les ingénieurs pour l''amélioration continue des processus de fabrication"
"H2705","3","definition","8","Participe à la maintenance préventive et corrective des équipements de production"
"H2705","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP à Bac + 2 Bac professionnel Pilote de ligne de production - PLP , BTS en électrotechnique."
"H2706","3","definition","1","L''opérateur de production en énergie nucléaire assure la production d''énergie propre et de manière sécurisée."
"H2706","3","definition","2","Surveille et contrôle les installations et équipements de la centrale nucléaire"
"H2706","3","definition","3","Assure la maintenance préventive et corrective pour garantir la sécurité et l''efficacité des systèmes selon les normes en vigueur"
"H2706","3","definition","4","Opère les systèmes de contrôle pour réguler la production d''énergie"
"H2706","3","definition","5","Effectue des diagnostics et tests réguliers pour prévenir toute anomalie ou défaillance"
"H2706","3","definition","6","Respecte des normes de sécurité dans une démarche de protection des personnes et des protocoles environnementaux stricts"
"H2706","3","definition","7","Participe à la formation continue pour rester à jour sur les technologies et pratiques nouvelles"
"H2706","4","acces_metier","1","Cet emploi est accessible à partir d''un Bac + 2 génie nucléaire, mécanique.  Une certification spécifique en industrie nucléaire est souvent exigée. Des formations en accréditation pour rester à jour des normes de sécurité et des technologies sont conseillées."
"H2707","3","definition","1","Le technicien essais en industrie nucléaire assure la sécurité et l''efficacité des installations nucléaires."
"H2707","3","definition","2","Réalise des tests et des essais sur des équipements ou des installations nucléaires pour en vérifier le bon fonctionnement et la sécurité"
"H2707","3","definition","3","Interprète les résultats des essais pour identifier les anomalies et les défaillances"
"H2707","3","definition","4","Propose des améliorations et des solutions pour optimiser la performance et la sécurité des installations"
"H2707","3","definition","5","Collabore avec des ingénieurs et des techniciens pour la mise en œuvre des essais"
"H2707","3","definition","6","Assure la maintenance préventive et corrective des équipements de test et rédige des rapports d''essais"
"H2707","3","definition","7","Respecte les normes de sécurité strictes pour prévenir tout risque de contamination ou d''accident nucléaire"
"H2707","4","acces_metier","1","Cet emploi est accessible à partir d''un Bac + 2 à Bac + 5 licence professionnelle en radioprotection et sécurité nucléaire, un master en physique nucléaire ou en génie nucléaire. Des certifications en contrôle non destructif peuvent compléter le profil mais ne sont pas obligatoires."
"H2708","3","definition","1","Le technicien d''exploitation nucléaire assure la sûreté et l''efficacité des installations énergétiques."
"H2708","3","definition","2","Supervise et contrôle le bon fonctionnement des installations nucléaires pour garantir la sécurité et la performance"
"H2708","3","definition","3","Effectue des rondes techniques pour vérifier l''état des équipements et la conformité des installations"
"H2708","3","definition","4","Réalise des tests et des mesures régulières pour prévenir toute anomalie ou défaillance"
"H2708","3","definition","5","Intervient rapidement en cas d''incident pour mettre en place les procédures de sécurité adéquates"
"H2708","3","definition","6","Participe à la maintenance préventive et corrective pour assurer la longévité des réacteurs"
"H2708","3","definition","7","Collabore avec une équipe multidisciplinaire pour optimiser les processus et respecter les normes environnementales"
"H2708","4","acces_metier","1","Cet emploi est accessible un Bac + 2 à Bac + 5  BTS contrôle industriel, automatique, Licence professionnelle en radioprotection et environnement, un master en génie nucléaire ou un diplôme d''ingénieur. Une certification en radioprotection et sécurité nucléaire est obligatoire pour exercer ce métier."
"H2709","3","definition","1","Le Conducteur d''installation d''incinération assure la gestion des déchets et la production d''énergie."
"H2709","3","definition","2","Opère et surveille les installations d''incinération pour assurer leur bon fonctionnement et la sécurité des opérations"
"H2709","3","definition","3","Contrôle les paramètres de combustion, ajuste les réglages pour optimiser l''efficacité afin de minimiser les émissions et les rejets par l''incinérateur"
"H2709","3","definition","4","Effectue la maintenance de premier niveau et signale les anomalies pour prévenir les pannes"
"H2709","3","definition","5","Rédige un rapport d''activité et de performance"
"H2709","3","definition","6","Supervise le chargement et le déchargement des déchets, en veillant à respecter les normes environnementales"
"H2709","3","definition","7","Participe à la gestion des résidus et sous-produits de l''incinération, en assurant leur traitement conforme"
"H2709","3","definition","8","Collabore avec les équipes techniques pour améliorer continuellement les processus d''incinération"
"H2709","4","acces_metier","1","Cet emploi est accessible avec un Bac Pro à Bac + 2 gestion des pollutions et protection de l''environnement, BTS maintenance des systèmes."
"H2709","4","acces_metier","2","Des certifications telles que CACES pour la conduite de ponts roulants et de chariots élévateurs peuvent être utiles mais ne sont pas obligatoires."
"H2710","3","definition","1","Le Technicien responsable d''installation hydrogène pilote une installation de production et de distribution d''hydrogène, Réalise l''entretien courant, la maintenance préventive de l'' installation, définit et prépare les travaux de maintenance"
"H2710","3","definition","2","Intervient en autonomie sur des petites unités de production indépendantes ainsi qu''au sein d''équipes de sites industriels à grande échelle"
"H2710","3","definition","3","Démarre, conduit, arrête en sécurité une installation hydrogène et en optimise le fonctionnement"
"H2710","3","definition","4","Planifie en autonomie des tournées d''exploitation et de maintenance de plusieurs installations"
"H2710","3","definition","5","Organise des visites de contrôles réglementaires"
"H2710","3","definition","6","Planifie et coordonne le travail des sous-traitants ou des membres de l''équipe"
"H2710","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac à Bac + 2 en conduite de procédés, génie chimique, maintenance industrielle, électromécanique ou domaine connexe, avec une expérience pertinente dans la conduite de procédés ou la maintenance industrielle, de préférence dans le domaine de l''hydrogène, des gaz ou des énergies renouvelables."
"H2710","4","acces_metier","2","Des certifications spécifiques liées à l''hydrogène peuvent également être nécessaires."
"H2711","3","definition","1","Essentiel pour la production de carburant, l''Opérateur consoliste en raffinerie surveille et contrôle les installations de raffinage du pétrole depuis une salle de commande."
"H2711","3","definition","2","Supervise les opérations de raffinage en temps réel via des écrans et des systèmes automatisés"
"H2711","3","definition","3","Contrôle et ajuste les paramètres de production pour garantir la qualité des produits et la sécurité des installations"
"H2711","3","definition","4","Réagit aux alertes techniques ou aux dysfonctionnements en suivant des protocoles stricts"
"H2711","3","definition","5","Travaille en collaboration avec les équipes de terrain (techniciens, ingénieurs) pour assurer la continuité de la production"
"H2711","3","definition","6","Participe à la maintenance préventive et corrective des équipements"
"H2711","3","definition","7","Applique les règles de sécurité, d''environnement et de qualité pour prévenir les incidents et minimiser l''impact écologique"
"H2711","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac à Bac +2 en dans le domaine de la maintenance industrielle, électrotechnique ou procédés chimiques. Des formations spécifiques au secteur pétrolier ou à l''industrie chimique pourront être proposées en interne par les entreprises."
"H2712","3","definition","1","Le Technicien d''exploitation en centrale hydroélectrique assure la gestion et la maintenance des installations de production d''énergie renouvelable."
"H2712","3","definition","2","Supervise et contrôle les installations hydroélectriques pour garantir leur fonctionnement"
"H2712","3","definition","3","Ajuste les paramètres des équipements de production en fonction des besoins et des ressources disponibles"
"H2712","3","definition","4","Réalise la maintenance préventive et corrective des équipements"
"H2712","3","definition","5","Surveille les indicateurs de performance des installations et propose des améliorations pour augmenter l''efficacité"
"H2712","3","definition","6","Assure la conformité des opérations avec les normes environnementales et de sécurité"
"H2712","3","definition","7","Peut intervenir sur un ou plusieurs sites de production"
"H2712","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac +2 dans les domaine de l''électromécanique, électrotechnique, chaudronnerie ou maintenance mécanique ou industrielle."
"H2713","3","definition","1","Le Responsable de production d''énergie analyse et exploite des données pour optimiser la production d''énergie."
"H2713","3","definition","2","Contrôle que les installations de production d''énergie fonctionnent de manière efficace, sûre et respectueuse de l''environnement"
"H2713","3","definition","3","Pilote la gestion de la production et de l''exploitation en maitrisant les normes de qualité et des budgets"
"H2713","3","definition","4","Détermine des mesures correctives pour améliorer les performances en veillant au respect des normes de sécurité et environnementales en vigueur"
"H2713","3","definition","5","Met en place des solutions pour améliorer la performance énergétique et proposer des innovations techniques"
"H2713","3","definition","6","Gère les équipes techniques et assure leur formation continue"
"H2713","4","acces_metier","1","Ce métier est accessible avec un niveau Bac + 3 à Bac + 5 Licence Professionnelle en production, gestion d''énergie, Master en énergies renouvelables, Master en gestion de production. Un Diplôme d''Ingénieur en génie énergétique."
"H2714","3","definition","1","L''Ingénieur de raffinage optimise et améliore les procédés d''une raffinerie en vue d''une meilleure adaptation de la production aux nouvelles exigences, réglementaires, économiques ou environnementales."
"H2714","3","definition","2","Réalise des diagnostics et analyse les dysfonctionnements par des études techniques sur les procédés de production et sur la sécurité"
"H2714","3","definition","3","Rédige et met à jour la base documentaire avec une veille sur les évolutions réglementaires, les nouvelles normes environnementales et de sécurité"
"H2714","3","definition","4","Coordonne les équipes pour garantir l''efficacité opérationnelle en proposant des améliorations"
