translation_id,entity_kind,entity_id,source,label_en,label_fr,status,reason,created_at
TRAD_8f1be7671d91,skill,SKL_13378ce5fdcb,ARBEITNOW,Web Development,Développement web,applied,ok,2026-07-15T09:40:03+00:00
TRAD_67e16d80743f,skill,SKL_ee8988321013,ARBEITNOW,Marketing and pr,Marketing et relations publiques,applied,ok,2026-07-15T09:40:03+00:00
TRAD_25f37be67040,skill,SKL_7af7f9372ca2,ARBEITNOW,bachelor's degree,Licence,applied,ok,2026-07-15T09:40:03+00:00
TRAD_78ca3adf15be,skill,SKL_7b05d8546575,ARBEITNOW,Information technology,Technologies de l'information,applied,ok,2026-07-15T09:40:03+00:00
TRAD_de56609830a7,skill,SKL_6a1980b9b3cc,ARBEITNOW,System and Network Administration,Administration systèmes et réseaux,applied,ok,2026-07-15T09:40:03+00:00
TRAD_093cdbdb2358,skill,SKL_7ce4283168cb,ARBEITNOW,Compensation and Benefits,Rémunération et avantages sociaux,applied,ok,2026-07-15T09:40:03+00:00
TRAD_4f65d70348a6,skill,SKL_515c47693b95,ARBEITNOW,Finance,Finance,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_dcf639a5232a,skill,SKL_5f13bea144a5,ARBEITNOW,Building,Bâtiment,applied,ok,2026-07-15T09:40:03+00:00
TRAD_1ce337e0c9fb,skill,SKL_9594c8621b16,ARBEITNOW,Supply,Approvisionnement,applied,ok,2026-07-15T09:40:03+00:00
TRAD_cbf3bddbbd42,skill,SKL_f5834c0b1b23,ARBEITNOW,Safety Services Engineering,Ingénierie des services de sécurité,applied,ok,2026-07-15T09:40:03+00:00
TRAD_be5452bf557f,skill,SKL_a47c7cfce569,ARBEITNOW,Beauty,Beauté,applied,ok,2026-07-15T09:40:03+00:00
TRAD_b99b1980bf49,skill,SKL_4f1dcdc9e197,ARBEITNOW,Wellness,Bien-être,applied,ok,2026-07-15T09:40:03+00:00
TRAD_2de0446b7bff,skill,SKL_102f88d3b170,ARBEITNOW,Development,Développement,applied,ok,2026-07-15T09:40:03+00:00
TRAD_dd4c96691e84,skill,SKL_aedbf5bf44e3,ARBEITNOW,Customer Service,Service client,applied,ok,2026-07-15T09:40:03+00:00
TRAD_d5073176a103,skill,SKL_3af717e2d59e,ARBEITNOW,Business Intelligence,Business Intelligence,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_2ebb95d1d56f,skill,SKL_08f7e84127d9,ARBEITNOW,high school or equivalent,Baccalauréat ou équivalent,applied,ok,2026-07-15T09:40:03+00:00
TRAD_794799a96981,skill,SKL_4e2d30bd7ac3,ARBEITNOW,Biotech,Biotechnologie,applied,ok,2026-07-15T09:40:03+00:00
TRAD_6237b07eaa90,skill,SKL_713f50e749a1,ARBEITNOW,pharma,Pharmaceutique,applied,ok,2026-07-15T09:40:03+00:00
TRAD_46a17a0a5bad,skill,SKL_7e11f221f9ad,ARBEITNOW,r&d,R&D,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_6575f41d51cb,skill,SKL_c5b7853910ad,ARBEITNOW,Quality Assurance,Assurance qualité,applied,ok,2026-07-15T09:40:03+00:00
TRAD_1e613583c320,skill,SKL_182f1752e622,ARBEITNOW,Inspection,Inspection,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_eb4a5895c1f3,skill,SKL_4cf7fdaebb9c,ARBEITNOW,Administration,Administration,applied,nom propre conservé (non traduit),2026-07-15T09:40:03+00:00
TRAD_74ea338ee7d6,skill,SKL_f34018fa3386,ARBEITNOW,Training,Formation,applied,ok,2026-07-15T09:40:03+00:00
TRAD_8e5c3c94a156,skill,SKL_544038d97b6d,ARBEITNOW,Social Media Manager,Responsable réseaux sociaux,applied,ok,2026-07-15T09:40:03+00:00
