gold,label_a,label_b,relation,confidence,source_a,source_b,entity_id_a,entity_id_b,method
0,architecte d’entreprise,Chef de projet / Cheffe de projet (Project Management Officer),skos:relatedMatch,0.619,ESCO,ROME,OCC_01372aeb8cb5,OCC_21efe6cdd8d9,embeddings
1,Développeur / Développeuse décisionnel - Business Intelligence,Analyste d'affaires,skos:relatedMatch,0.619,ROME,REMOTEOK,OCC_2e83dfac986c,OCC_d9115408ab56,embeddings
1,Chef de produit - IA,Directeur / Directrice Produit et Ingénierie (H/F/D),skos:relatedMatch,0.618,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_6622b2e6404b,embeddings
1,Technicien / Technicienne d'exploitation informatique,ingénieur intégration/ingénieure intégration,skos:relatedMatch,0.617,ROME,ESCO,OCC_1ce0e8031f25,OCC_535421ae1e2c,embeddings
1,Ingénieur(e) logiciel (H/F/D),concepteur de logiciels d’application/conceptrice de logiciels d’application,skos:relatedMatch,0.616,ARBEITNOW,ESCO,OCC_4a7e79aa5d4f,OCC_cd04c9fb1a40,embeddings
0,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés,skos:relatedMatch,0.615,ARBEITNOW,ESCO,OCC_3cacf2bb2b93,OCC_b0446201413b,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),Responsable des systèmes d'information (SI),skos:relatedMatch,0.615,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_48e7a1feb2bb,embeddings
0,Chef de produit - IA,développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.615,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_e57061351bc6,embeddings
0,Homologateur / Homologatrice fonctionnel de logiciel,concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.615,ROME,ESCO,OCC_21c50bd3a35a,OCC_fa1704d164c5,embeddings
1,Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral,développeur de jeux numériques/développeuse de jeux numériques,skos:relatedMatch,0.614,ARBEITNOW,ESCO,OCC_3b84fd707ab1,OCC_554c5e421f89,embeddings
1,"Ingénieur(e) logiciel - Automatisation et opérations (H/F/D, temps plein)",concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés,skos:relatedMatch,0.614,ARBEITNOW,ESCO,OCC_3568bf427685,OCC_89f4b0de8aeb,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),ingénieur intégration/ingénieure intégration,skos:relatedMatch,0.614,ARBEITNOW,ESCO,OCC_3cacf2bb2b93,OCC_535421ae1e2c,embeddings
1,Chef / Cheffe de projet Web,Concepteur / Conceptrice web junior,skos:relatedMatch,0.613,ROME,REMOTEOK,OCC_8afef792d150,OCC_d3df557742ce,embeddings
1,Concepteur / Conceptrice en architecture,"Architecte principal(e) Gouvernance, Risque et Conformité (GRC)",skos:relatedMatch,0.612,REMOTEOK,ARBEITNOW,OCC_20f53a6b090c,OCC_27e8294e0a68,embeddings
1,responsable de la résilience informatique,Responsable des études et applications informatiques,skos:relatedMatch,0.612,ESCO,ROME,OCC_0464755fe4e8,OCC_e16c45181fb8,embeddings
0,Concepteur / Conceptrice en architecture,Architecte multimédias interactifs,skos:relatedMatch,0.612,REMOTEOK,ROME,OCC_20f53a6b090c,OCC_9f8d6a13ded5,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),configurateur d’applications/configuratrice d’applications,skos:relatedMatch,0.61,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_e1899e09057e,embeddings
0,technicien informatique/technicienne informatique,Technicien / Technicienne de la météorologie,skos:relatedMatch,0.61,ESCO,ROME,OCC_14d19ed15436,OCC_5142d7362315,embeddings
1,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Responsable des études et applications informatiques,skos:relatedMatch,0.609,ARBEITNOW,ROME,OCC_5ba0f9300746,OCC_e16c45181fb8,embeddings
0,concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.608,ESCO,REMOTEOK,OCC_89f4b0de8aeb,OCC_b415cabf36c7,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Coordinateur / Coordinatrice de production web,skos:relatedMatch,0.607,ARBEITNOW,ROME,OCC_5ba0f9300746,OCC_8febad416722,embeddings
0,consultant informatique/consultante informatique,Analyste d'affaires,skos:relatedMatch,0.607,ESCO,REMOTEOK,OCC_30549a5affd9,OCC_d9115408ab56,embeddings
0,Spécialiste en saisie de données - Assistant(e) administratif(ve),Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail,skos:relatedMatch,0.606,REMOTEOK,ARBEITNOW,OCC_c69fa61c1cf6,OCC_e4a8a5aa915e,embeddings
0,Ingénieur / Ingénieure en informatique embarquée,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.606,ROME,REMOTEOK,OCC_3b2885fc44e3,OCC_d8d5f3a4878b,embeddings
1,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),ingénieur en intelligence artificielle/ingénieure en intelligence artificielle,skos:relatedMatch,0.605,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_80660e3c36ff,embeddings
0,Chef de produit - IA,programmeur en informatique industrielle/programmeuse en informatique industrielle,skos:relatedMatch,0.605,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_9f67438781d4,embeddings
0,Expert / Experte méthodes et qualité informatique,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.604,ROME,ARBEITNOW,OCC_336e0a8cfc0b,OCC_45b81edc9b79,embeddings
0,Développeur / Développeuse multimédia,Développeur / Développeuse Frontend E-Commerce (H/F/D),skos:relatedMatch,0.604,ROME,ARBEITNOW,OCC_073f57ae50f2,OCC_ee0ddbbdc92c,embeddings
0,analyste d’étude en TIC,Analyste cycle de vie dans les télécoms,skos:relatedMatch,0.604,ESCO,ROME,OCC_0a3ba0a2e348,OCC_f0026eafdf53,embeddings
1,Analyste senior - Support de projet,Responsable des études et applications informatiques,skos:relatedMatch,0.603,REMOTEOK,ROME,OCC_a55aa629a66b,OCC_e16c45181fb8,embeddings
0,intégrateur de base de données/intégratrice de base de données,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.602,ESCO,REMOTEOK,OCC_69eaea4542b3,OCC_b9e95ef30857,embeddings
1,Ingénieur(e) en robotique / logiciel embarqué (H/F/D),Ingénieur / Ingénieure en informatique embarquée,skos:relatedMatch,0.601,ARBEITNOW,ROME,OCC_1bb89a04e3bf,OCC_3b2885fc44e3,embeddings
1,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich,Ingénieur / Ingénieure DevOps,skos:relatedMatch,0.6,ARBEITNOW,ROME,OCC_10dc41f6953f,OCC_eab9b08d024c,embeddings
1,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Technicien / Technicienne en cybersécurité,skos:relatedMatch,0.6,ARBEITNOW,ROME,OCC_77117619e46e,OCC_7f18f2f19e2a,embeddings
0,Analyste des systèmes de la chaîne d'approvisionnement,configurateur de systèmes/configuratrice de systèmes,skos:relatedMatch,0.6,REMOTEOK,ESCO,OCC_8df0f1dba04b,OCC_e28a715b58e4,embeddings
0,Ingénieur / Ingénieure supervision IT Datacenter,Responsable Ingénieur(e) IT Operations (H/F/D),skos:relatedMatch,0.599,ROME,ARBEITNOW,OCC_07c3258d7642,OCC_eb475bc6322d,embeddings
0,concepteur de systèmes informatiques/conceptrice de systèmes informatiques,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.599,ESCO,REMOTEOK,OCC_9e5778cecf8d,OCC_b415cabf36c7,embeddings
0,Administrateur / Administratrice de systèmes d'information (SI),Agent administratif de saisie de données et de classement,skos:relatedMatch,0.599,ROME,REMOTEOK,OCC_98d19aeea9a4,OCC_b9e95ef30857,embeddings
0,testeur de jeux numériques/testeuse de jeux numériques,Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral,skos:relatedMatch,0.598,ESCO,ARBEITNOW,OCC_234bb9d3e7c0,OCC_3b84fd707ab1,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Concepteur / Conceptrice en architecture,skos:relatedMatch,0.598,ARBEITNOW,REMOTEOK,OCC_14a3530bfb4b,OCC_20f53a6b090c,embeddings
0,informaticien/informaticienne,Analyste d'affaires,skos:relatedMatch,0.598,ESCO,REMOTEOK,OCC_727ec0d8350c,OCC_d9115408ab56,embeddings
0,Développeur / Développeuse décisionnel - Business Intelligence,développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.598,ROME,ESCO,OCC_2e83dfac986c,OCC_e57061351bc6,embeddings
0,Chef de produit - IA,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.597,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_45b81edc9b79,embeddings
0,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),Expert / Experte systèmes et réseaux informatiques,skos:relatedMatch,0.596,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_c44a9eaae6e7,embeddings
0,Technicien / Technicienne de piscine,Technicien / Technicienne de la météorologie,skos:relatedMatch,0.596,REMOTEOK,ROME,OCC_1d71758bab20,OCC_5142d7362315,embeddings
0,Ingénieur(e) plateforme Full Stack (H/F/D),Ingénieur / Ingénieure DevOps,skos:relatedMatch,0.595,ARBEITNOW,ROME,OCC_9dfb8a8e4b63,OCC_eab9b08d024c,embeddings
1,responsable des tests d’intégration,Spécialiste test et validation logiciel ou application,skos:relatedMatch,0.595,ESCO,ROME,OCC_23fda8338d1e,OCC_2523d083789d,embeddings
0,Consultant / Consultante avant-vente,Analyste senior - Support de projet,skos:relatedMatch,0.595,ROME,REMOTEOK,OCC_3dd25c7bc53e,OCC_a55aa629a66b,embeddings
0,Ingénieur(e) en robotique / logiciel embarqué (H/F/D),concepteur de systèmes informatiques/conceptrice de systèmes informatiques,skos:relatedMatch,0.594,ARBEITNOW,ESCO,OCC_1bb89a04e3bf,OCC_9e5778cecf8d,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),technicien de réseau informatique/technicienne de réseau informatique,skos:relatedMatch,0.594,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_f609b6bc11bf,embeddings
0,responsable du service d’assistance informatique,Analyste senior - Support de projet,skos:relatedMatch,0.594,ESCO,REMOTEOK,OCC_127c8b092532,OCC_a55aa629a66b,embeddings
0,Agent de saisie de données,Ingénieur / Ingénieure sécurité web,skos:relatedMatch,0.594,REMOTEOK,ROME,OCC_3756041ae6ec,OCC_54194a8e4af5,embeddings
0,technicien informatique/technicienne informatique,Directeur / Directrice Produit et Ingénierie (H/F/D),skos:relatedMatch,0.591,ESCO,ARBEITNOW,OCC_14d19ed15436,OCC_6622b2e6404b,embeddings
1,Chef / Cheffe de projet étude et développement informatique,Co-responsable d'équipe et développeur(euse) senior (H/F/D) - Hambourg | Francfort | Vienne,skos:relatedMatch,0.59,ROME,ARBEITNOW,OCC_09b65ca00490,OCC_d13dc12649ed,embeddings
1,Intégrateur / Intégratrice logiciels métiers,Ingénieur(e) logiciel (H/F/D),skos:relatedMatch,0.59,ROME,ARBEITNOW,OCC_22a265df20e2,OCC_4a7e79aa5d4f,embeddings
0,Analyste senior - Support de projet,Co-responsable d'équipe et développeur(euse) senior (H/F/D) - Hambourg | Francfort | Vienne,skos:relatedMatch,0.589,REMOTEOK,ARBEITNOW,OCC_a55aa629a66b,OCC_d13dc12649ed,embeddings
0,Administrateur / Administratrice de systèmes d'information (SI),Ingénieur(e) systèmes IT (H/F/D),skos:relatedMatch,0.587,ROME,ARBEITNOW,OCC_98d19aeea9a4,OCC_ccb65c46f869,embeddings
1,Développeur / Développeuse - jeux vidéo,Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral,skos:relatedMatch,0.586,ROME,ARBEITNOW,OCC_2f27eb2177cc,OCC_3b84fd707ab1,embeddings
1,Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D),Chef / Cheffe de projet maîtrise d'œuvre informatique,skos:relatedMatch,0.586,ARBEITNOW,ROME,OCC_8d76388f9989,OCC_fc361ed0ca3c,embeddings
0,Technicien / Technicienne de piscine,Pentesteur / Pentesteuse,skos:relatedMatch,0.586,REMOTEOK,ROME,OCC_1d71758bab20,OCC_b0651e781d64,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),développeur IoT/développeuse IoT,skos:relatedMatch,0.585,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_af0b4023ea6c,embeddings
0,Gestionnaire de parc informatique,Conseiller / Conseillère en services de sécurité managés (H/F/D),skos:relatedMatch,0.584,ROME,ARBEITNOW,OCC_b847e63cc092,OCC_ef12d6a864e0,embeddings
0,Météorologue,Chimiométricien / Chimiométricienne,skos:relatedMatch,0.583,ROME,WIKIDATA,OCC_1de7cfbf9d19,OCC_d70f56db8654,embeddings
1,Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein,concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.582,ARBEITNOW,ESCO,OCC_c81768051e3f,OCC_fa1704d164c5,embeddings
0,développeur de systèmes informatiques/développeuse de systèmes informatiques,Ingénieur(e) de développement (H/F/D) FPGA,skos:relatedMatch,0.582,ESCO,ARBEITNOW,OCC_a1ea51659e23,OCC_aca1a4cafa57,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),concepteur d’entrepôt de données/conceptrice d’entrepôt de données,skos:relatedMatch,0.582,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_c7ddb7ad3c99,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",ingénieur de réseaux informatiques/ingénieure de réseaux informatiques,skos:relatedMatch,0.582,ARBEITNOW,ESCO,OCC_14a3530bfb4b,OCC_6836ed031e87,embeddings
0,Homologateur / Homologatrice fonctionnel de logiciel,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.582,ROME,ARBEITNOW,OCC_21c50bd3a35a,OCC_45b81edc9b79,embeddings
0,Chef de produit - IA,Directeur / Directrice des systèmes d'information (DSI),skos:relatedMatch,0.582,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_4a2781037768,embeddings
0,Agent de saisie de données,Expert / Experte en cybersécurité,skos:relatedMatch,0.581,REMOTEOK,ROME,OCC_3756041ae6ec,OCC_4def1bedc140,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",ingénieur en vision par ordinateur/ingénieure en vision par ordinateur,skos:relatedMatch,0.58,ARBEITNOW,ESCO,OCC_14a3530bfb4b,OCC_991dd4068ca0,embeddings
0,Développeur / Développeuse décisionnel - Business Intelligence,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,skos:relatedMatch,0.579,ROME,ARBEITNOW,OCC_2e83dfac986c,OCC_5ba0f9300746,embeddings
0,responsable du service d’assistance informatique,Directeur / Directrice de projets des territoires connectés,skos:relatedMatch,0.579,ESCO,ROME,OCC_127c8b092532,OCC_45f8e3b56a4a,embeddings
1,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.577,ARBEITNOW,ESCO,OCC_88496659bc48,OCC_e57061351bc6,embeddings
0,développeur de base de données/développeuse de base de données,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.577,ESCO,REMOTEOK,OCC_11d84dbfc1bc,OCC_b9e95ef30857,embeddings
0,Agent de saisie de données,responsable de la sécurité des TIC,skos:relatedMatch,0.576,REMOTEOK,ESCO,OCC_3756041ae6ec,OCC_3ea9dcd66347,embeddings
0,Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA),Agent administratif de saisie de données et de classement,skos:relatedMatch,0.576,ROME,REMOTEOK,OCC_7139e09be76c,OCC_b9e95ef30857,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),analyste logiciel,skos:relatedMatch,0.575,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_6b1c7257ba1b,embeddings
1,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),analyste réponse aux incidents de sécurité,skos:relatedMatch,0.575,ARBEITNOW,ESCO,OCC_77117619e46e,OCC_8b508c20ce1d,embeddings
0,administrateur de contenu web/administratrice de contenu web,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.575,ESCO,ARBEITNOW,OCC_aa3336017d8a,OCC_c8e3c9cb6c38,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.575,ARBEITNOW,REMOTEOK,OCC_45b81edc9b79,OCC_b415cabf36c7,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),Gestionnaire d'applications système d'information,skos:relatedMatch,0.575,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_5575a38586ce,embeddings
1,Ingénieur / Ingénieure blockchain,développeur de chaînes de blocs/développeuse de chaînes de blocs,skos:relatedMatch,0.575,ROME,ESCO,OCC_58f6f0c81c5b,OCC_a4f72755e1ad,embeddings
0,Product Owner - Agent Assist et User Platforms (H/F/D),analyste d’expérience utilisateur,skos:relatedMatch,0.574,ARBEITNOW,ESCO,OCC_5d343c03bfac,OCC_7ca8931aad99,embeddings
0,Ingénieur(e) en robotique / logiciel embarqué (H/F/D),Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.574,ARBEITNOW,REMOTEOK,OCC_1bb89a04e3bf,OCC_b415cabf36c7,embeddings
0,Ingénieur(e) logiciel (H/F/D),Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.574,ARBEITNOW,REMOTEOK,OCC_4a7e79aa5d4f,OCC_b415cabf36c7,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Chef / Cheffe de projet réseau fixe et mobile,skos:relatedMatch,0.573,ARBEITNOW,ROME,OCC_5ba0f9300746,OCC_734c5ae6a3df,embeddings
1,Développeur / Développeuse informatique,Ingénieur(e) de développement (H/F/D) FPGA,skos:relatedMatch,0.572,ROME,ARBEITNOW,OCC_4243894cf004,OCC_aca1a4cafa57,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Ingénieur informaticien / Ingénieure informaticienne,skos:relatedMatch,0.572,ARBEITNOW,ROME,OCC_14a3530bfb4b,OCC_e02a62ee28e8,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,responsable de la planification de la capacité informatique,skos:relatedMatch,0.571,ARBEITNOW,ESCO,OCC_5ba0f9300746,OCC_e1b1773585de,embeddings
0,Analyste senior - Support de projet,Administrateur / Administratrice IT senior (H/F/D),skos:relatedMatch,0.571,REMOTEOK,ARBEITNOW,OCC_a55aa629a66b,OCC_c8e3c9cb6c38,embeddings
0,Ingénieur / Ingénieure DevOps,Ingénieur(e) Frontend (H/F/D),skos:relatedMatch,0.57,ROME,ARBEITNOW,OCC_eab9b08d024c,OCC_f75ad6da5f30,embeddings
1,Jeune diplômé(e) - Data Scientist,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,skos:relatedMatch,0.569,REMOTEOK,ARBEITNOW,OCC_7781415f8e03,OCC_88496659bc48,embeddings
0,responsable communications de données aéronautiques,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.569,ESCO,REMOTEOK,OCC_8d3f855bfe60,OCC_e2079fd4cbf9,embeddings
0,Homologateur / Homologatrice fonctionnel de logiciel,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.569,ROME,REMOTEOK,OCC_21c50bd3a35a,OCC_b415cabf36c7,embeddings
0,Chef de produit - IA,ingénieur en intelligence artificielle/ingénieure en intelligence artificielle,skos:relatedMatch,0.567,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_80660e3c36ff,embeddings
1,responsable communications de données aéronautiques,Responsable télécoms,skos:relatedMatch,0.567,ESCO,ROME,OCC_8d3f855bfe60,OCC_a4044d9bc8b4,embeddings
1,concepteur de chaînes de blocs/conceptrice de chaînes de blocs,Développeur / Développeuse blockchain,skos:relatedMatch,0.566,ESCO,ROME,OCC_04bac78229be,OCC_f98f0e96ecac,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",ingénieur/ingénieure de données,skos:relatedMatch,0.565,ARBEITNOW,ESCO,OCC_14a3530bfb4b,OCC_7d1a8b2ea390,embeddings
1,Chef de produit - IA,Product Owner - Agent Assist et User Platforms (H/F/D),skos:relatedMatch,0.565,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_5d343c03bfac,embeddings
0,Administrateur / Administratrice sécurité informatique,Administrateur / Administratrice Microsoft 365 (H/F/D),skos:relatedMatch,0.565,ROME,ARBEITNOW,OCC_6d24adb3285c,OCC_dcfbee0bf2e2,embeddings
0,Ingénieur(e) (senior) IT Operations (H/F/D),Administrateur / Administratrice de systèmes d'information (SI),skos:relatedMatch,0.565,ARBEITNOW,ROME,OCC_8bf3aa81e931,OCC_98d19aeea9a4,embeddings
0,Analyste d'étude informatique,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,skos:relatedMatch,0.565,ROME,ARBEITNOW,OCC_5fafb471f4aa,OCC_88496659bc48,embeddings
0,Ingénieur(e) IT Operations (H/F/D),Ingénieur / Ingénieure DevOps,skos:relatedMatch,0.564,ARBEITNOW,ROME,OCC_d6208f2780c6,OCC_eab9b08d024c,embeddings
0,développeur de base de données/développeuse de base de données,Développeur / Développeuse logiciel senior (H/F/D),skos:relatedMatch,0.563,ESCO,ARBEITNOW,OCC_11d84dbfc1bc,OCC_cbba626eede9,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Chef / Cheffe de projet Web,skos:relatedMatch,0.563,ARBEITNOW,ROME,OCC_5ba0f9300746,OCC_8afef792d150,embeddings
0,Agent de saisie de données,hacker éthique,skos:relatedMatch,0.563,REMOTEOK,ESCO,OCC_3756041ae6ec,OCC_68dccaf6a895,embeddings
0,analyste d’expérience utilisateur,Spécialiste en saisie de données - Assistant(e) administratif(ve),skos:relatedMatch,0.563,ESCO,REMOTEOK,OCC_7ca8931aad99,OCC_c69fa61c1cf6,embeddings
0,Administrateur / Administratrice sécurité informatique,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.563,ROME,REMOTEOK,OCC_6d24adb3285c,OCC_b9e95ef30857,embeddings
0,"Spécialiste outils, systèmes d'exploitation, réseaux et télécoms",Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.561,ROME,REMOTEOK,OCC_c7ee9cba34be,OCC_e2079fd4cbf9,embeddings
0,Concepteur / Conceptrice UX/UI,Ingénieur informaticien / Ingénieure informaticienne,skos:relatedMatch,0.561,REMOTEOK,ROME,OCC_b415cabf36c7,OCC_e02a62ee28e8,embeddings
0,spécialiste de l’optimisation des moteurs de recherche,Gestionnaire de compte Google Ads | Spécialisation e-commerce (H/F/D) | Frankfurt am Main,skos:relatedMatch,0.56,ESCO,ARBEITNOW,OCC_0ee16ac6947b,OCC_941dbc8e121c,embeddings
0,analyste d’étude en TIC,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,skos:relatedMatch,0.56,ESCO,ARBEITNOW,OCC_0a3ba0a2e348,OCC_88496659bc48,embeddings
0,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,Concepteur / Conceptrice web junior,skos:relatedMatch,0.56,ARBEITNOW,REMOTEOK,OCC_88496659bc48,OCC_d3df557742ce,embeddings
1,responsable de l’analyse commerciale des technologies de l’information et de la communication,Analyste d'affaires,skos:relatedMatch,0.56,ESCO,REMOTEOK,OCC_697bbd77a746,OCC_d9115408ab56,embeddings
0,agent de service d’assistance informatique/agente de service d’assistance informatique,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.56,ESCO,REMOTEOK,OCC_708b91f0f734,OCC_b9e95ef30857,embeddings
0,Météorologue,scientifique des données,skos:relatedMatch,0.56,ROME,ESCO,OCC_1de7cfbf9d19,OCC_7bde92a813dd,embeddings
0,Architecte systèmes et réseaux,Analyste des systèmes de la chaîne d'approvisionnement,skos:relatedMatch,0.56,ROME,REMOTEOK,OCC_21715cbb5d2f,OCC_8df0f1dba04b,embeddings
0,Responsable des systèmes d'information (SI),Agent administratif de saisie de données et de classement,skos:relatedMatch,0.56,ROME,REMOTEOK,OCC_48e7a1feb2bb,OCC_b9e95ef30857,embeddings
1,Concepteur / Conceptrice en architecture,Architecte de solutions IA (H/F/D),skos:relatedMatch,0.559,REMOTEOK,ARBEITNOW,OCC_20f53a6b090c,OCC_41c17d1e8957,embeddings
0,Product Owner - Agent Assist et User Platforms (H/F/D),Agent administratif de saisie de données et de classement,skos:relatedMatch,0.559,ARBEITNOW,REMOTEOK,OCC_5d343c03bfac,OCC_b9e95ef30857,embeddings
0,"Ingénieur(e) IA (H/F/D) - Full Stack, TypeScript / Nuxt / Next / Vue / React",Ingénieur / Ingénieure DevOps,skos:relatedMatch,0.559,ARBEITNOW,ROME,OCC_341bd728b0ae,OCC_eab9b08d024c,embeddings
0,Concepteur / Conceptrice UX/UI,Qualiticien / Qualiticienne logiciel en informatique,skos:relatedMatch,0.559,REMOTEOK,ROME,OCC_b415cabf36c7,OCC_da40f63e4373,embeddings
1,responsable de la sécurité des TIC,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.558,ESCO,ARBEITNOW,OCC_3ea9dcd66347,OCC_77117619e46e,embeddings
1,Ingénieur / Ingénieure systèmes et réseaux des territoires connectés,architecte de réseau,skos:relatedMatch,0.558,ROME,ESCO,OCC_33ca0a6e17b8,OCC_bd1d7a63edf2,embeddings
0,Product Owner - Agent Assist et User Platforms (H/F/D),développeur d’interface utilisateur/développeuse d’interface utilisatrice,skos:relatedMatch,0.557,ARBEITNOW,ESCO,OCC_5d343c03bfac,OCC_c089ec2388cd,embeddings
0,analyste-testeur informatique/analyste-testeuse informatique,Analyste d'affaires,skos:relatedMatch,0.557,ESCO,REMOTEOK,OCC_1fbb1e6392b6,OCC_d9115408ab56,embeddings
0,Concepteur / Conceptrice en architecture,ingénieur de la connaissance/ingénieure de la connaissance,skos:relatedMatch,0.557,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_e29ace1e3e50,embeddings
0,Ingénieur / Ingénieure télécoms et environnement,responsable de la sécurité des TIC,skos:relatedMatch,0.557,ROME,ESCO,OCC_234e9bc0e4be,OCC_3ea9dcd66347,embeddings
0,Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils,configurateur d’applications/configuratrice d’applications,skos:relatedMatch,0.556,ARBEITNOW,ESCO,OCC_311501439fae,OCC_e1899e09057e,embeddings
0,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.556,ROME,REMOTEOK,OCC_2088e2ac84a9,OCC_b415cabf36c7,embeddings
0,Chef de produit - IA,Administrateur / Administratrice de messagerie,skos:relatedMatch,0.556,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_7d00df02eb9d,embeddings
0,Spécialiste support,Analyste senior - Support de projet,skos:relatedMatch,0.556,ROME,REMOTEOK,OCC_129225e67499,OCC_a55aa629a66b,embeddings
