entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,notes
OCC_0a3ba0a2e348,ESCO,OCC_c2f30bbdb638,REMOTEOK,skos:relatedMatch,0.62,embeddings,pending,analyste d’étude en TIC <> Analyste de données - Secteur de la santé
OCC_5fafb471f4aa,ROME,OCC_c2f30bbdb638,REMOTEOK,skos:relatedMatch,0.62,embeddings,pending,Analyste d'étude informatique <> Analyste de données - Secteur de la santé
OCC_164e408e096f,ROME,OCC_c69fa61c1cf6,REMOTEOK,skos:relatedMatch,0.62,embeddings,pending,Gestionnaire de base de données <> Spécialiste en saisie de données - Assistant(e) administratif(ve)
OCC_2e0e260cb4d7,REMOTEOK,OCC_8febad416722,ROME,skos:relatedMatch,0.62,embeddings,pending,Chef de produit - IA <> Coordinateur / Coordinatrice de production web
OCC_3cacf2bb2b93,ARBEITNOW,OCC_98d19aeea9a4,ROME,skos:relatedMatch,0.619,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Administrateur / Administratrice de systèmes d'information (SI)
OCC_b415cabf36c7,REMOTEOK,OCC_e1899e09057e,ESCO,skos:relatedMatch,0.619,embeddings,pending,Concepteur / Conceptrice UX/UI <> configurateur d’applications/configuratrice d’applications
OCC_01372aeb8cb5,ESCO,OCC_21efe6cdd8d9,ROME,skos:relatedMatch,0.619,embeddings,pending,architecte d’entreprise <> Chef de projet / Cheffe de projet (Project Management Officer)
OCC_2e83dfac986c,ROME,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.619,embeddings,pending,Développeur / Développeuse décisionnel - Business Intelligence <> Analyste d'affaires
OCC_2e0e260cb4d7,REMOTEOK,OCC_6622b2e6404b,ARBEITNOW,skos:relatedMatch,0.618,embeddings,pending,Chef de produit - IA <> Directeur / Directrice Produit et Ingénierie (H/F/D)
OCC_1ce0e8031f25,ROME,OCC_535421ae1e2c,ESCO,skos:relatedMatch,0.617,embeddings,pending,Technicien / Technicienne d'exploitation informatique <> ingénieur intégration/ingénieure intégration
OCC_4a7e79aa5d4f,ARBEITNOW,OCC_cd04c9fb1a40,ESCO,skos:relatedMatch,0.616,embeddings,pending,Ingénieur(e) logiciel (H/F/D) <> concepteur de logiciels d’application/conceptrice de logiciels d’application
OCC_3cacf2bb2b93,ARBEITNOW,OCC_b0446201413b,ESCO,skos:relatedMatch,0.615,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés
OCC_3cacf2bb2b93,ARBEITNOW,OCC_48e7a1feb2bb,ROME,skos:relatedMatch,0.615,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Responsable des systèmes d'information (SI)
OCC_2e0e260cb4d7,REMOTEOK,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.615,embeddings,pending,Chef de produit - IA <> développeur de logiciels/développeuse de logiciels
OCC_21c50bd3a35a,ROME,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.615,embeddings,pending,Homologateur / Homologatrice fonctionnel de logiciel <> concepteur de logiciels/conceptrice de logiciels
OCC_3b84fd707ab1,ARBEITNOW,OCC_554c5e421f89,ESCO,skos:relatedMatch,0.614,embeddings,pending,Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral <> développeur de jeux numériques/développeuse de jeux numériques
OCC_3568bf427685,ARBEITNOW,OCC_89f4b0de8aeb,ESCO,skos:relatedMatch,0.614,embeddings,pending,"Ingénieur(e) logiciel - Automatisation et opérations (H/F/D, temps plein) <> concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés"
OCC_3cacf2bb2b93,ARBEITNOW,OCC_535421ae1e2c,ESCO,skos:relatedMatch,0.614,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> ingénieur intégration/ingénieure intégration
OCC_8afef792d150,ROME,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.613,embeddings,pending,Chef / Cheffe de projet Web <> Concepteur / Conceptrice web junior
OCC_20f53a6b090c,REMOTEOK,OCC_27e8294e0a68,ARBEITNOW,skos:relatedMatch,0.612,embeddings,pending,"Concepteur / Conceptrice en architecture <> Architecte principal(e) Gouvernance, Risque et Conformité (GRC)"
OCC_0464755fe4e8,ESCO,OCC_e16c45181fb8,ROME,skos:relatedMatch,0.612,embeddings,pending,responsable de la résilience informatique <> Responsable des études et applications informatiques
OCC_20f53a6b090c,REMOTEOK,OCC_9f8d6a13ded5,ROME,skos:relatedMatch,0.612,embeddings,pending,Concepteur / Conceptrice en architecture <> Architecte multimédias interactifs
OCC_45b81edc9b79,ARBEITNOW,OCC_e1899e09057e,ESCO,skos:relatedMatch,0.61,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> configurateur d’applications/configuratrice d’applications
OCC_14d19ed15436,ESCO,OCC_5142d7362315,ROME,skos:relatedMatch,0.61,embeddings,pending,technicien informatique/technicienne informatique <> Technicien / Technicienne de la météorologie
OCC_5ba0f9300746,ARBEITNOW,OCC_e16c45181fb8,ROME,skos:relatedMatch,0.609,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Responsable des études et applications informatiques
OCC_89f4b0de8aeb,ESCO,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.608,embeddings,pending,concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés <> Concepteur / Conceptrice UX/UI
OCC_5ba0f9300746,ARBEITNOW,OCC_8febad416722,ROME,skos:relatedMatch,0.607,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Coordinateur / Coordinatrice de production web
OCC_30549a5affd9,ESCO,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.607,embeddings,pending,consultant informatique/consultante informatique <> Analyste d'affaires
OCC_c69fa61c1cf6,REMOTEOK,OCC_e4a8a5aa915e,ARBEITNOW,skos:relatedMatch,0.606,embeddings,pending,Spécialiste en saisie de données - Assistant(e) administratif(ve) <> Assistant(e) fiscal(e) ou gestionnaire de paie (H/F/D) avec possibilité de télétravail
OCC_3b2885fc44e3,ROME,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.606,embeddings,pending,Ingénieur / Ingénieure en informatique embarquée <> Agent de saisie de données / Spécialiste en saisie de données
OCC_45b81edc9b79,ARBEITNOW,OCC_80660e3c36ff,ESCO,skos:relatedMatch,0.605,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> ingénieur en intelligence artificielle/ingénieure en intelligence artificielle
OCC_2e0e260cb4d7,REMOTEOK,OCC_9f67438781d4,ESCO,skos:relatedMatch,0.605,embeddings,pending,Chef de produit - IA <> programmeur en informatique industrielle/programmeuse en informatique industrielle
OCC_336e0a8cfc0b,ROME,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.604,embeddings,pending,Expert / Experte méthodes et qualité informatique <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_073f57ae50f2,ROME,OCC_ee0ddbbdc92c,ARBEITNOW,skos:relatedMatch,0.604,embeddings,pending,Développeur / Développeuse multimédia <> Développeur / Développeuse Frontend E-Commerce (H/F/D)
OCC_0a3ba0a2e348,ESCO,OCC_f0026eafdf53,ROME,skos:relatedMatch,0.604,embeddings,pending,analyste d’étude en TIC <> Analyste cycle de vie dans les télécoms
OCC_a55aa629a66b,REMOTEOK,OCC_e16c45181fb8,ROME,skos:relatedMatch,0.603,embeddings,pending,Analyste senior - Support de projet <> Responsable des études et applications informatiques
OCC_69eaea4542b3,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.602,embeddings,pending,intégrateur de base de données/intégratrice de base de données <> Agent administratif de saisie de données et de classement
OCC_1bb89a04e3bf,ARBEITNOW,OCC_3b2885fc44e3,ROME,skos:relatedMatch,0.601,embeddings,pending,Ingénieur(e) en robotique / logiciel embarqué (H/F/D) <> Ingénieur / Ingénieure en informatique embarquée
OCC_10dc41f6953f,ARBEITNOW,OCC_eab9b08d024c,ROME,skos:relatedMatch,0.6,embeddings,pending,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich <> Ingénieur / Ingénieure DevOps
OCC_77117619e46e,ARBEITNOW,OCC_7f18f2f19e2a,ROME,skos:relatedMatch,0.6,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Technicien / Technicienne en cybersécurité
OCC_8df0f1dba04b,REMOTEOK,OCC_e28a715b58e4,ESCO,skos:relatedMatch,0.6,embeddings,pending,Analyste des systèmes de la chaîne d'approvisionnement <> configurateur de systèmes/configuratrice de systèmes
OCC_07c3258d7642,ROME,OCC_eb475bc6322d,ARBEITNOW,skos:relatedMatch,0.599,embeddings,pending,Ingénieur / Ingénieure supervision IT Datacenter <> Responsable Ingénieur(e) IT Operations (H/F/D)
OCC_9e5778cecf8d,ESCO,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.599,embeddings,pending,concepteur de systèmes informatiques/conceptrice de systèmes informatiques <> Concepteur / Conceptrice UX/UI
OCC_98d19aeea9a4,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.599,embeddings,pending,Administrateur / Administratrice de systèmes d'information (SI) <> Agent administratif de saisie de données et de classement
OCC_234bb9d3e7c0,ESCO,OCC_3b84fd707ab1,ARBEITNOW,skos:relatedMatch,0.598,embeddings,pending,testeur de jeux numériques/testeuse de jeux numériques <> Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral
OCC_14a3530bfb4b,ARBEITNOW,OCC_20f53a6b090c,REMOTEOK,skos:relatedMatch,0.598,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Concepteur / Conceptrice en architecture"
OCC_727ec0d8350c,ESCO,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.598,embeddings,pending,informaticien/informaticienne <> Analyste d'affaires
OCC_2e83dfac986c,ROME,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.598,embeddings,pending,Développeur / Développeuse décisionnel - Business Intelligence <> développeur de logiciels/développeuse de logiciels
OCC_2e0e260cb4d7,REMOTEOK,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.597,embeddings,pending,Chef de produit - IA <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_3cacf2bb2b93,ARBEITNOW,OCC_c44a9eaae6e7,ROME,skos:relatedMatch,0.596,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Expert / Experte systèmes et réseaux informatiques
OCC_1d71758bab20,REMOTEOK,OCC_5142d7362315,ROME,skos:relatedMatch,0.596,embeddings,pending,Technicien / Technicienne de piscine <> Technicien / Technicienne de la météorologie
OCC_9dfb8a8e4b63,ARBEITNOW,OCC_eab9b08d024c,ROME,skos:relatedMatch,0.595,embeddings,pending,Ingénieur(e) plateforme Full Stack (H/F/D) <> Ingénieur / Ingénieure DevOps
OCC_23fda8338d1e,ESCO,OCC_2523d083789d,ROME,skos:relatedMatch,0.595,embeddings,pending,responsable des tests d’intégration <> Spécialiste test et validation logiciel ou application
OCC_3dd25c7bc53e,ROME,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.595,embeddings,pending,Consultant / Consultante avant-vente <> Analyste senior - Support de projet
OCC_1bb89a04e3bf,ARBEITNOW,OCC_9e5778cecf8d,ESCO,skos:relatedMatch,0.594,embeddings,pending,Ingénieur(e) en robotique / logiciel embarqué (H/F/D) <> concepteur de systèmes informatiques/conceptrice de systèmes informatiques
OCC_45b81edc9b79,ARBEITNOW,OCC_f609b6bc11bf,ESCO,skos:relatedMatch,0.594,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> technicien de réseau informatique/technicienne de réseau informatique
OCC_127c8b092532,ESCO,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.594,embeddings,pending,responsable du service d’assistance informatique <> Analyste senior - Support de projet
OCC_3756041ae6ec,REMOTEOK,OCC_54194a8e4af5,ROME,skos:relatedMatch,0.594,embeddings,pending,Agent de saisie de données <> Ingénieur / Ingénieure sécurité web
OCC_14d19ed15436,ESCO,OCC_6622b2e6404b,ARBEITNOW,skos:relatedMatch,0.591,embeddings,pending,technicien informatique/technicienne informatique <> Directeur / Directrice Produit et Ingénierie (H/F/D)
OCC_09b65ca00490,ROME,OCC_d13dc12649ed,ARBEITNOW,skos:relatedMatch,0.59,embeddings,pending,Chef / Cheffe de projet étude et développement informatique <> Co-responsable d'équipe et développeur(euse) senior (H/F/D) - Hambourg | Francfort | Vienne
OCC_22a265df20e2,ROME,OCC_4a7e79aa5d4f,ARBEITNOW,skos:relatedMatch,0.59,embeddings,pending,Intégrateur / Intégratrice logiciels métiers <> Ingénieur(e) logiciel (H/F/D)
OCC_a55aa629a66b,REMOTEOK,OCC_d13dc12649ed,ARBEITNOW,skos:relatedMatch,0.589,embeddings,pending,Analyste senior - Support de projet <> Co-responsable d'équipe et développeur(euse) senior (H/F/D) - Hambourg | Francfort | Vienne
OCC_98d19aeea9a4,ROME,OCC_ccb65c46f869,ARBEITNOW,skos:relatedMatch,0.587,embeddings,pending,Administrateur / Administratrice de systèmes d'information (SI) <> Ingénieur(e) systèmes IT (H/F/D)
OCC_2f27eb2177cc,ROME,OCC_3b84fd707ab1,ARBEITNOW,skos:relatedMatch,0.586,embeddings,pending,Développeur / Développeuse - jeux vidéo <> Game Designer senior - Solitaire TriPeaks (Systèmes et économie) - Télétravail intégral
OCC_8d76388f9989,ARBEITNOW,OCC_fc361ed0ca3c,ROME,skos:relatedMatch,0.586,embeddings,pending,Chef de produit technique (Lead/Senior) - Ingénierie plateforme (H/F/D) <> Chef / Cheffe de projet maîtrise d'œuvre informatique
OCC_1d71758bab20,REMOTEOK,OCC_b0651e781d64,ROME,skos:relatedMatch,0.586,embeddings,pending,Technicien / Technicienne de piscine <> Pentesteur / Pentesteuse
OCC_45b81edc9b79,ARBEITNOW,OCC_af0b4023ea6c,ESCO,skos:relatedMatch,0.585,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> développeur IoT/développeuse IoT
OCC_b847e63cc092,ROME,OCC_ef12d6a864e0,ARBEITNOW,skos:relatedMatch,0.584,embeddings,pending,Gestionnaire de parc informatique <> Conseiller / Conseillère en services de sécurité managés (H/F/D)
OCC_1de7cfbf9d19,ROME,OCC_d70f56db8654,WIKIDATA,skos:relatedMatch,0.583,embeddings,pending,Météorologue <> Chimiométricien / Chimiométricienne
OCC_c81768051e3f,ARBEITNOW,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.582,embeddings,pending,Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein <> concepteur de logiciels/conceptrice de logiciels
OCC_a1ea51659e23,ESCO,OCC_aca1a4cafa57,ARBEITNOW,skos:relatedMatch,0.582,embeddings,pending,développeur de systèmes informatiques/développeuse de systèmes informatiques <> Ingénieur(e) de développement (H/F/D) FPGA
OCC_45b81edc9b79,ARBEITNOW,OCC_c7ddb7ad3c99,ESCO,skos:relatedMatch,0.582,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> concepteur d’entrepôt de données/conceptrice d’entrepôt de données
OCC_14a3530bfb4b,ARBEITNOW,OCC_6836ed031e87,ESCO,skos:relatedMatch,0.582,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> ingénieur de réseaux informatiques/ingénieure de réseaux informatiques"
OCC_21c50bd3a35a,ROME,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.582,embeddings,pending,Homologateur / Homologatrice fonctionnel de logiciel <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_2e0e260cb4d7,REMOTEOK,OCC_4a2781037768,ROME,skos:relatedMatch,0.582,embeddings,pending,Chef de produit - IA <> Directeur / Directrice des systèmes d'information (DSI)
OCC_3756041ae6ec,REMOTEOK,OCC_4def1bedc140,ROME,skos:relatedMatch,0.581,embeddings,pending,Agent de saisie de données <> Expert / Experte en cybersécurité
OCC_14a3530bfb4b,ARBEITNOW,OCC_991dd4068ca0,ESCO,skos:relatedMatch,0.58,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> ingénieur en vision par ordinateur/ingénieure en vision par ordinateur"
OCC_2e83dfac986c,ROME,OCC_5ba0f9300746,ARBEITNOW,skos:relatedMatch,0.579,embeddings,pending,Développeur / Développeuse décisionnel - Business Intelligence <> Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure
OCC_127c8b092532,ESCO,OCC_45f8e3b56a4a,ROME,skos:relatedMatch,0.579,embeddings,pending,responsable du service d’assistance informatique <> Directeur / Directrice de projets des territoires connectés
OCC_88496659bc48,ARBEITNOW,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.577,embeddings,pending,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail <> développeur de logiciels/développeuse de logiciels
OCC_11d84dbfc1bc,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.577,embeddings,pending,développeur de base de données/développeuse de base de données <> Agent administratif de saisie de données et de classement
OCC_3756041ae6ec,REMOTEOK,OCC_3ea9dcd66347,ESCO,skos:relatedMatch,0.576,embeddings,pending,Agent de saisie de données <> responsable de la sécurité des TIC
OCC_7139e09be76c,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.576,embeddings,pending,Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA) <> Agent administratif de saisie de données et de classement
OCC_45b81edc9b79,ARBEITNOW,OCC_6b1c7257ba1b,ESCO,skos:relatedMatch,0.575,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> analyste logiciel
OCC_77117619e46e,ARBEITNOW,OCC_8b508c20ce1d,ESCO,skos:relatedMatch,0.575,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> analyste réponse aux incidents de sécurité
OCC_aa3336017d8a,ESCO,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.575,embeddings,pending,administrateur de contenu web/administratrice de contenu web <> Administrateur / Administratrice IT senior (H/F/D)
OCC_45b81edc9b79,ARBEITNOW,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.575,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Concepteur / Conceptrice UX/UI
OCC_3cacf2bb2b93,ARBEITNOW,OCC_5575a38586ce,ROME,skos:relatedMatch,0.575,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Gestionnaire d'applications système d'information
OCC_58f6f0c81c5b,ROME,OCC_a4f72755e1ad,ESCO,skos:relatedMatch,0.575,embeddings,pending,Ingénieur / Ingénieure blockchain <> développeur de chaînes de blocs/développeuse de chaînes de blocs
OCC_5d343c03bfac,ARBEITNOW,OCC_7ca8931aad99,ESCO,skos:relatedMatch,0.574,embeddings,pending,Product Owner - Agent Assist et User Platforms (H/F/D) <> analyste d’expérience utilisateur
OCC_1bb89a04e3bf,ARBEITNOW,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.574,embeddings,pending,Ingénieur(e) en robotique / logiciel embarqué (H/F/D) <> Concepteur / Conceptrice UX/UI
OCC_4a7e79aa5d4f,ARBEITNOW,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.574,embeddings,pending,Ingénieur(e) logiciel (H/F/D) <> Concepteur / Conceptrice UX/UI
OCC_5ba0f9300746,ARBEITNOW,OCC_734c5ae6a3df,ROME,skos:relatedMatch,0.573,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Chef / Cheffe de projet réseau fixe et mobile
OCC_4243894cf004,ROME,OCC_aca1a4cafa57,ARBEITNOW,skos:relatedMatch,0.572,embeddings,pending,Développeur / Développeuse informatique <> Ingénieur(e) de développement (H/F/D) FPGA
OCC_14a3530bfb4b,ARBEITNOW,OCC_e02a62ee28e8,ROME,skos:relatedMatch,0.572,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Ingénieur informaticien / Ingénieure informaticienne"
OCC_5ba0f9300746,ARBEITNOW,OCC_e1b1773585de,ESCO,skos:relatedMatch,0.571,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> responsable de la planification de la capacité informatique
OCC_a55aa629a66b,REMOTEOK,OCC_c8e3c9cb6c38,ARBEITNOW,skos:relatedMatch,0.571,embeddings,pending,Analyste senior - Support de projet <> Administrateur / Administratrice IT senior (H/F/D)
OCC_eab9b08d024c,ROME,OCC_f75ad6da5f30,ARBEITNOW,skos:relatedMatch,0.57,embeddings,pending,Ingénieur / Ingénieure DevOps <> Ingénieur(e) Frontend (H/F/D)
OCC_7781415f8e03,REMOTEOK,OCC_88496659bc48,ARBEITNOW,skos:relatedMatch,0.569,embeddings,pending,Jeune diplômé(e) - Data Scientist <> Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail
OCC_8d3f855bfe60,ESCO,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.569,embeddings,pending,responsable communications de données aéronautiques <> Agent de saisie de données débutant - Télétravail intégral
OCC_21c50bd3a35a,ROME,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.569,embeddings,pending,Homologateur / Homologatrice fonctionnel de logiciel <> Concepteur / Conceptrice UX/UI
OCC_2e0e260cb4d7,REMOTEOK,OCC_80660e3c36ff,ESCO,skos:relatedMatch,0.567,embeddings,pending,Chef de produit - IA <> ingénieur en intelligence artificielle/ingénieure en intelligence artificielle
OCC_8d3f855bfe60,ESCO,OCC_a4044d9bc8b4,ROME,skos:relatedMatch,0.567,embeddings,pending,responsable communications de données aéronautiques <> Responsable télécoms
OCC_04bac78229be,ESCO,OCC_f98f0e96ecac,ROME,skos:relatedMatch,0.566,embeddings,pending,concepteur de chaînes de blocs/conceptrice de chaînes de blocs <> Développeur / Développeuse blockchain
OCC_14a3530bfb4b,ARBEITNOW,OCC_7d1a8b2ea390,ESCO,skos:relatedMatch,0.565,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> ingénieur/ingénieure de données"
OCC_2e0e260cb4d7,REMOTEOK,OCC_5d343c03bfac,ARBEITNOW,skos:relatedMatch,0.565,embeddings,pending,Chef de produit - IA <> Product Owner - Agent Assist et User Platforms (H/F/D)
OCC_6d24adb3285c,ROME,OCC_dcfbee0bf2e2,ARBEITNOW,skos:relatedMatch,0.565,embeddings,pending,Administrateur / Administratrice sécurité informatique <> Administrateur / Administratrice Microsoft 365 (H/F/D)
OCC_8bf3aa81e931,ARBEITNOW,OCC_98d19aeea9a4,ROME,skos:relatedMatch,0.565,embeddings,pending,Ingénieur(e) (senior) IT Operations (H/F/D) <> Administrateur / Administratrice de systèmes d'information (SI)
OCC_5fafb471f4aa,ROME,OCC_88496659bc48,ARBEITNOW,skos:relatedMatch,0.565,embeddings,pending,Analyste d'étude informatique <> Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail
OCC_d6208f2780c6,ARBEITNOW,OCC_eab9b08d024c,ROME,skos:relatedMatch,0.564,embeddings,pending,Ingénieur(e) IT Operations (H/F/D) <> Ingénieur / Ingénieure DevOps
OCC_11d84dbfc1bc,ESCO,OCC_cbba626eede9,ARBEITNOW,skos:relatedMatch,0.563,embeddings,pending,développeur de base de données/développeuse de base de données <> Développeur / Développeuse logiciel senior (H/F/D)
OCC_5ba0f9300746,ARBEITNOW,OCC_8afef792d150,ROME,skos:relatedMatch,0.563,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Chef / Cheffe de projet Web
OCC_3756041ae6ec,REMOTEOK,OCC_68dccaf6a895,ESCO,skos:relatedMatch,0.563,embeddings,pending,Agent de saisie de données <> hacker éthique
OCC_7ca8931aad99,ESCO,OCC_c69fa61c1cf6,REMOTEOK,skos:relatedMatch,0.563,embeddings,pending,analyste d’expérience utilisateur <> Spécialiste en saisie de données - Assistant(e) administratif(ve)
OCC_6d24adb3285c,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.563,embeddings,pending,Administrateur / Administratrice sécurité informatique <> Agent administratif de saisie de données et de classement
OCC_c7ee9cba34be,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.561,embeddings,pending,"Spécialiste outils, systèmes d'exploitation, réseaux et télécoms <> Agent de saisie de données débutant - Télétravail intégral"
OCC_b415cabf36c7,REMOTEOK,OCC_e02a62ee28e8,ROME,skos:relatedMatch,0.561,embeddings,pending,Concepteur / Conceptrice UX/UI <> Ingénieur informaticien / Ingénieure informaticienne
OCC_0ee16ac6947b,ESCO,OCC_941dbc8e121c,ARBEITNOW,skos:relatedMatch,0.56,embeddings,pending,spécialiste de l’optimisation des moteurs de recherche <> Gestionnaire de compte Google Ads | Spécialisation e-commerce (H/F/D) | Frankfurt am Main
OCC_0a3ba0a2e348,ESCO,OCC_88496659bc48,ARBEITNOW,skos:relatedMatch,0.56,embeddings,pending,analyste d’étude en TIC <> Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail
OCC_88496659bc48,ARBEITNOW,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.56,embeddings,pending,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail <> Concepteur / Conceptrice web junior
OCC_697bbd77a746,ESCO,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.56,embeddings,pending,responsable de l’analyse commerciale des technologies de l’information et de la communication <> Analyste d'affaires
OCC_708b91f0f734,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.56,embeddings,pending,agent de service d’assistance informatique/agente de service d’assistance informatique <> Agent administratif de saisie de données et de classement
OCC_1de7cfbf9d19,ROME,OCC_7bde92a813dd,ESCO,skos:relatedMatch,0.56,embeddings,pending,Météorologue <> scientifique des données
OCC_21715cbb5d2f,ROME,OCC_8df0f1dba04b,REMOTEOK,skos:relatedMatch,0.56,embeddings,pending,Architecte systèmes et réseaux <> Analyste des systèmes de la chaîne d'approvisionnement
OCC_48e7a1feb2bb,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.56,embeddings,pending,Responsable des systèmes d'information (SI) <> Agent administratif de saisie de données et de classement
OCC_20f53a6b090c,REMOTEOK,OCC_41c17d1e8957,ARBEITNOW,skos:relatedMatch,0.559,embeddings,pending,Concepteur / Conceptrice en architecture <> Architecte de solutions IA (H/F/D)
OCC_5d343c03bfac,ARBEITNOW,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.559,embeddings,pending,Product Owner - Agent Assist et User Platforms (H/F/D) <> Agent administratif de saisie de données et de classement
OCC_341bd728b0ae,ARBEITNOW,OCC_eab9b08d024c,ROME,skos:relatedMatch,0.559,embeddings,pending,"Ingénieur(e) IA (H/F/D) - Full Stack, TypeScript / Nuxt / Next / Vue / React <> Ingénieur / Ingénieure DevOps"
OCC_b415cabf36c7,REMOTEOK,OCC_da40f63e4373,ROME,skos:relatedMatch,0.559,embeddings,pending,Concepteur / Conceptrice UX/UI <> Qualiticien / Qualiticienne logiciel en informatique
