entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
SKL_5f377b9e59d8,ESCO,SKL_78fb66253e94,ROME,skos:relatedMatch,0.5814,embed:0.58,auto,,research website users <> Optimiser la navigation sur un site web
SKL_3edaef77a8dc,ESCO,SKL_78fb66253e94,ROME,skos:relatedMatch,0.567,embed:0.57,auto,,study website behaviour patterns <> Optimiser la navigation sur un site web
SKL_250cd2b20d54,ESCO,SKL_78fb66253e94,ROME,skos:relatedMatch,0.5627,embed:0.56,auto,,conduct search engine optimisation <> Optimiser la navigation sur un site web
SKL_1c4d8e36df0c,ESCO,SKL_78fb66253e94,ROME,skos:relatedMatch,0.5615,embed:0.56,auto,,"browse, search and filter data, information and digital content <> Optimiser la navigation sur un site web"
SKL_2fe5e968e8ff,ESCO,SKL_a9e072489919,ROME,skos:relatedMatch,0.5954,embed:0.60,auto,,improve user-friendliness <> Améliorer l'accessibilité web pour les utilisateurs à mobilité réduite
SKL_fac53db94872,ESCO,SKL_a9e072489919,ROME,skos:relatedMatch,0.5868,embed:0.59,auto,,test system accessibility for users with special needs <> Améliorer l'accessibilité web pour les utilisateurs à mobilité réduite
SKL_2ab0a661bd39,ESCO,SKL_a9e072489919,ROME,skos:relatedMatch,0.5657,embed:0.57,auto,,maintain responsive design <> Améliorer l'accessibilité web pour les utilisateurs à mobilité réduite
SKL_78988824825a,ESCO,SKL_5cf57a5dcffe,ROME,skos:relatedMatch,0.6358,embed:0.64,auto,,monitor developments in technology used for design <> Analyser les tendances du design web pour rester à jour
SKL_1cf292a8c0ee,ESCO,SKL_5cf57a5dcffe,ROME,skos:relatedMatch,0.6247,embed:0.62,auto,,monitor ICT research <> Analyser les tendances du design web pour rester à jour
SKL_408ff7ba3ad6,ESCO,SKL_5cf57a5dcffe,ROME,skos:relatedMatch,0.6201,embed:0.62,auto,,keep up-to-date to computer trends <> Analyser les tendances du design web pour rester à jour
SKL_3cbcca60d860,ESCO,SKL_5cf57a5dcffe,ROME,skos:relatedMatch,0.6168,embed:0.62,auto,,monitor technology trends <> Analyser les tendances du design web pour rester à jour
SKL_2ab0a661bd39,ESCO,SKL_64ded7e4ce80,ROME,skos:relatedMatch,0.5643,embed:0.56,auto,,maintain responsive design <> Ergonomie d'un site web
SKL_45e7eb8aec48,ESCO,SKL_64ded7e4ce80,ROME,skos:relatedMatch,0.5586,embed:0.56,auto,,work ergonomically <> Ergonomie d'un site web
SKL_3edaef77a8dc,ESCO,SKL_64ded7e4ce80,ROME,skos:relatedMatch,0.5455,embed:0.55,auto,,study website behaviour patterns <> Ergonomie d'un site web
SKL_2fe5e968e8ff,ESCO,SKL_64ded7e4ce80,ROME,skos:relatedMatch,0.5306,embed:0.53,auto,,improve user-friendliness <> Ergonomie d'un site web
SKL_5f377b9e59d8,ESCO,SKL_64ded7e4ce80,ROME,skos:relatedMatch,0.5291,embed:0.53,auto,,research website users <> Ergonomie d'un site web
SKL_0932d09f80bf,ESCO,SKL_fba115929a6f,ROME,skos:relatedMatch,0.5855,embed:0.59,auto,,enhance website visibility <> Webmarketing
SKL_22632e35d4ab,ESCO,SKL_fba115929a6f,ROME,skos:relatedMatch,0.5465,embed:0.55,auto,,digital marketing techniques <> Webmarketing
SKL_1d12e8aaef7d,ESCO,SKL_fba115929a6f,ROME,skos:relatedMatch,0.5457,embed:0.55,auto,,apply social media marketing <> Webmarketing
SKL_07409ae8fbfd,ESCO,SKL_fba115929a6f,ROME,skos:relatedMatch,0.5392,embed:0.54,auto,,plan digital marketing <> Webmarketing
SKL_57622453b101,ESCO,SKL_9365c14acd04,ROME,skos:relatedMatch,0.59,embed:0.59,auto,,draw design sketches <> Responsive design
SKL_bb50b52446d2,ESCO,SKL_9365c14acd04,ROME,skos:relatedMatch,0.5784,embed:0.58,auto,,design interaction model <> Responsive design
SKL_4da81ba8fc0e,ESCO,SKL_9365c14acd04,ROME,skos:relatedMatch,0.572,embed:0.57,auto,,use software design patterns <> Responsive design
SKL_dbd492d82f75,ESCO,SKL_9365c14acd04,ROME,skos:relatedMatch,0.5691,embed:0.57,auto,,graphic design <> Responsive design
SKL_5b396bf30d7e,ESCO,SKL_911501346b71,ROME,skos:relatedMatch,0.5021,embed:0.50,auto,,compose description for web elements <> Arborescence d'un site web
SKL_95c9d04b930b,ESCO,SKL_7b2a27355b73,ROME,skos:relatedMatch,0.5472,embed:0.55,auto,,receive appropriate permissions for use of recorded audiovisual examples <> Licence pro mention communication et valorisation de la création artistique
SKL_2d043cf9df34,ESCO,SKL_7b2a27355b73,ROME,skos:relatedMatch,0.5377,embed:0.54,auto,,promote the transfer of knowledge <> Licence pro mention communication et valorisation de la création artistique
SKL_0f59cbd01984,ESCO,SKL_7b2a27355b73,ROME,skos:relatedMatch,0.5374,embed:0.54,auto,,appreciate diverse cultural and artistic expression <> Licence pro mention communication et valorisation de la création artistique
SKL_891fd5e04d20,ESCO,SKL_7b2a27355b73,ROME,skos:relatedMatch,0.5239,embed:0.52,auto,,develop creative ideas <> Licence pro mention communication et valorisation de la création artistique
SKL_0a2f83248444,ESCO,SKL_0919729e5478,ROME,skos:relatedMatch,0.5633,embed:0.56,auto,,"prepare licence agreements <> Licence pro mention métiers du numérique : conception, rédaction et réalisation web"
SKL_cd8ba7413876,ESCO,SKL_0919729e5478,ROME,skos:relatedMatch,0.5404,embed:0.54,auto,,"create digital content <> Licence pro mention métiers du numérique : conception, rédaction et réalisation web"
SKL_0dfe2f3af299,ESCO,SKL_0919729e5478,ROME,skos:relatedMatch,0.5365,embed:0.54,auto,,"use digital illustration techniques <> Licence pro mention métiers du numérique : conception, rédaction et réalisation web"
SKL_8996b3c84a39,ESCO,SKL_0919729e5478,ROME,skos:relatedMatch,0.5349,embed:0.53,auto,,"prepare digital art for master photograph <> Licence pro mention métiers du numérique : conception, rédaction et réalisation web"
SKL_77f91ccfa0fc,ESCO,SKL_14eeeeb8510d,ROME,skos:relatedMatch,0.6312,embed:0.63,auto,,web analytics <> Analyse de données web
SKL_5f377b9e59d8,ESCO,SKL_14eeeeb8510d,ROME,skos:relatedMatch,0.6077,embed:0.61,auto,,research website users <> Analyse de données web
SKL_16abd54de5d0,ESCO,SKL_14eeeeb8510d,ROME,skos:relatedMatch,0.5909,embed:0.59,auto,,web strategy assessment <> Analyse de données web
SKL_2246c5ebfabc,ESCO,SKL_14eeeeb8510d,ROME,skos:relatedMatch,0.5895,embed:0.59,auto,,interpret current data <> Analyse de données web
SKL_3daf970c81e6,ESCO,SKL_a62a50158941,ROME,skos:relatedMatch,0.586,embed:0.59,auto,,manage content development projects <> Planification stratégique de contenu web
SKL_8c91049472ba,ESCO,SKL_a62a50158941,ROME,skos:relatedMatch,0.5822,embed:0.58,auto,,develop media strategy <> Planification stratégique de contenu web
SKL_16abd54de5d0,ESCO,SKL_a62a50158941,ROME,skos:relatedMatch,0.5775,embed:0.58,auto,,web strategy assessment <> Planification stratégique de contenu web
SKL_8311e0f8dbf3,ESCO,SKL_a62a50158941,ROME,skos:relatedMatch,0.5703,embed:0.57,auto,,manage online content <> Planification stratégique de contenu web
SKL_8311e0f8dbf3,ESCO,SKL_0ff8e75e8467,ROME,skos:relatedMatch,0.5976,embed:0.60,auto,,manage online content <> Stratégies de contenu pour le web
SKL_3daf970c81e6,ESCO,SKL_0ff8e75e8467,ROME,skos:relatedMatch,0.5849,embed:0.58,auto,,manage content development projects <> Stratégies de contenu pour le web
SKL_936597d8bb26,ESCO,SKL_0ff8e75e8467,ROME,skos:relatedMatch,0.5843,embed:0.58,auto,,compile content <> Stratégies de contenu pour le web
SKL_5b396bf30d7e,ESCO,SKL_a150a10e803e,ROME,skos:relatedMatch,0.5671,embed:0.57,auto,,compose description for web elements <> Techniques de rédaction web
SKL_caa92afcdf36,ESCO,SKL_a150a10e803e,ROME,skos:relatedMatch,0.5577,embed:0.56,auto,,use markup languages <> Techniques de rédaction web
SKL_6f4b7911d26d,ESCO,SKL_a150a10e803e,ROME,skos:relatedMatch,0.5481,embed:0.55,auto,,content development processes <> Techniques de rédaction web
SKL_936597d8bb26,ESCO,SKL_a150a10e803e,ROME,skos:relatedMatch,0.5465,embed:0.55,auto,,compile content <> Techniques de rédaction web
SKL_3bd4dede8a96,ESCO,SKL_b848b0df0a2a,ROME,skos:relatedMatch,0.6234,embed:0.62,auto,,measure software usability <> Tests utilisateurs
SKL_1da867302f5b,ESCO,SKL_b848b0df0a2a,ROME,skos:relatedMatch,0.6109,embed:0.61,auto,,perform software unit testing <> Tests utilisateurs
SKL_b66a815da958,ESCO,SKL_b848b0df0a2a,ROME,skos:relatedMatch,0.6066,embed:0.61,auto,,execute software tests <> Tests utilisateurs
SKL_fa3ca530b552,ESCO,SKL_b848b0df0a2a,ROME,skos:relatedMatch,0.5937,embed:0.59,auto,,develop ICT test suite <> Tests utilisateurs
SKL_2b9b57d62800,ESCO,SKL_b848b0df0a2a,ROME,skos:relatedMatch,0.5893,embed:0.59,auto,,execute integration testing <> Tests utilisateurs
SKL_77f91ccfa0fc,ESCO,SKL_a63ce8674ec0,ROME,skos:relatedMatch,0.6463,embed:0.65,auto,,web analytics <> Utilisation des outils d'analyse de trafic web
SKL_d4f9396de51d,ESCO,SKL_a63ce8674ec0,ROME,skos:relatedMatch,0.6288,embed:0.63,auto,,apply statistical analysis techniques <> Utilisation des outils d'analyse de trafic web
SKL_70b2c77b2a7d,ESCO,SKL_a63ce8674ec0,ROME,skos:relatedMatch,0.6111,embed:0.61,auto,,use methods of logistical data analysis <> Utilisation des outils d'analyse de trafic web
SKL_29b4410cdb6a,ESCO,SKL_a63ce8674ec0,ROME,skos:relatedMatch,0.6107,embed:0.61,auto,,implement ICT network diagnostic tools <> Utilisation des outils d'analyse de trafic web
SKL_588b0ce4feb1,ESCO,SKL_ee2a80e73bfa,ROME,skos:relatedMatch,0.5692,embed:0.57,auto,,implement front-end website design <> Web designer
SKL_2ab0a661bd39,ESCO,SKL_ee2a80e73bfa,ROME,skos:relatedMatch,0.5573,embed:0.56,auto,,maintain responsive design <> Web designer
SKL_5e15b6aa10d8,ESCO,SKL_ee2a80e73bfa,ROME,skos:relatedMatch,0.5536,embed:0.55,auto,,design web-based courses <> Web designer
SKL_5b396bf30d7e,ESCO,SKL_ee2a80e73bfa,ROME,skos:relatedMatch,0.5525,embed:0.55,auto,,compose description for web elements <> Web designer
SKL_24c544a5da34,ESCO,SKL_ee2a80e73bfa,ROME,skos:relatedMatch,0.551,embed:0.55,auto,,design brand's online communication plan <> Web designer
SKL_37eb93868d67,ESCO,SKL_9561c0e54248,ROME,skos:relatedMatch,0.5681,embed:0.57,auto,,manage open publications <> Licence pro mention métiers de l'information : veille et gestion des ressources documentaires
SKL_399bdfdc15b7,ESCO,SKL_9561c0e54248,ROME,skos:relatedMatch,0.5568,embed:0.56,auto,,manage information access aids <> Licence pro mention métiers de l'information : veille et gestion des ressources documentaires
SKL_abe63d2a4aae,ESCO,SKL_9561c0e54248,ROME,skos:relatedMatch,0.5242,embed:0.52,auto,,critically evaluate information and its sources <> Licence pro mention métiers de l'information : veille et gestion des ressources documentaires
SKL_8f434db53f66,ESCO,SKL_9561c0e54248,ROME,skos:relatedMatch,0.521,embed:0.52,auto,,"organise information, objects and resources <> Licence pro mention métiers de l'information : veille et gestion des ressources documentaires"
SKL_6f15480a7a8b,ESCO,SKL_9561c0e54248,ROME,skos:relatedMatch,0.515,embed:0.52,auto,,provide information <> Licence pro mention métiers de l'information : veille et gestion des ressources documentaires
SKL_07409ae8fbfd,ESCO,SKL_7d5738c2cbf8,ROME,skos:relatedMatch,0.5528,embed:0.55,auto,,plan digital marketing <> Manager de projets en stratégies digitales et data marketing (MS)
SKL_bad1936b444e,ESCO,SKL_7d5738c2cbf8,ROME,skos:relatedMatch,0.5283,embed:0.53,auto,,plan social media marketing campaigns <> Manager de projets en stratégies digitales et data marketing (MS)
SKL_64bb489b222a,ESCO,SKL_7d5738c2cbf8,ROME,skos:relatedMatch,0.5205,embed:0.52,auto,,manage data collection systems <> Manager de projets en stratégies digitales et data marketing (MS)
SKL_22632e35d4ab,ESCO,SKL_7d5738c2cbf8,ROME,skos:relatedMatch,0.518,embed:0.52,auto,,digital marketing techniques <> Manager de projets en stratégies digitales et data marketing (MS)
SKL_44e58d221412,ESCO,SKL_7d5738c2cbf8,ROME,skos:relatedMatch,0.5066,embed:0.51,auto,,"manage data, information and digital content <> Manager de projets en stratégies digitales et data marketing (MS)"
SKL_ad3b003ca96e,ESCO,SKL_7e25523f5659,ROME,skos:relatedMatch,0.6103,embed:0.61,auto,,provide training on technological business developments <> Former aux évolutions techniques et règlementaires en matière de sécurité
SKL_7b530497dcc8,ESCO,SKL_7e25523f5659,ROME,skos:relatedMatch,0.6078,embed:0.61,auto,,set up cybersecurity training programmes <> Former aux évolutions techniques et règlementaires en matière de sécurité
SKL_a9550fc09315,ESCO,SKL_7e25523f5659,ROME,skos:relatedMatch,0.5871,embed:0.59,auto,,provide training on e-learning <> Former aux évolutions techniques et règlementaires en matière de sécurité
SKL_dd733976fe12,ESCO,SKL_7e25523f5659,ROME,skos:relatedMatch,0.587,embed:0.59,auto,,"apply knowledge of science, technology and engineering <> Former aux évolutions techniques et règlementaires en matière de sécurité"
SKL_8d75c167d23e,ESCO,SKL_7e25523f5659,ROME,skos:relatedMatch,0.576,embed:0.58,auto,,instruct on set up of equipment <> Former aux évolutions techniques et règlementaires en matière de sécurité
SKL_57622453b101,ESCO,SKL_a2e2727d7edc,ROME,skos:relatedMatch,0.5805,embed:0.58,auto,,draw design sketches <> Concevoir la maquette d'un site web
SKL_588b0ce4feb1,ESCO,SKL_a2e2727d7edc,ROME,skos:relatedMatch,0.5779,embed:0.58,auto,,implement front-end website design <> Concevoir la maquette d'un site web
SKL_c4873b8383da,ESCO,SKL_a2e2727d7edc,ROME,skos:relatedMatch,0.5513,embed:0.55,auto,,create website wireframe <> Concevoir la maquette d'un site web
SKL_5b396bf30d7e,ESCO,SKL_a2e2727d7edc,ROME,skos:relatedMatch,0.5507,embed:0.55,auto,,compose description for web elements <> Concevoir la maquette d'un site web
SKL_a06ae49b7664,ESCO,SKL_a2e2727d7edc,ROME,skos:relatedMatch,0.5431,embed:0.54,auto,,translate requirements into visual design <> Concevoir la maquette d'un site web
SKL_57622453b101,ESCO,SKL_06328cf1e440,ROME,skos:relatedMatch,0.5836,embed:0.58,auto,,draw design sketches <> Concevoir un site web
SKL_24c544a5da34,ESCO,SKL_06328cf1e440,ROME,skos:relatedMatch,0.5808,embed:0.58,auto,,design brand's online communication plan <> Concevoir un site web
SKL_5eec51cf11d7,ESCO,SKL_2b22a807444c,ROME,skos:relatedMatch,0.6339,embed:0.63,auto,,use media software <> Utiliser des logiciels de gestion de contenu
SKL_014598d4e683,ESCO,SKL_2b22a807444c,ROME,skos:relatedMatch,0.6322,embed:0.63,auto,,use software libraries <> Utiliser des logiciels de gestion de contenu
SKL_9d6c8b2769a0,ESCO,SKL_2b22a807444c,ROME,skos:relatedMatch,0.6304,embed:0.63,auto,,use creative suite software <> Utiliser des logiciels de gestion de contenu
SKL_253356ee4eab,ESCO,SKL_c220327afcae,ROME,skos:relatedMatch,0.6749,embed:0.67,auto,,manage project information <> Respecter les délais de livraison des projets
SKL_fc4eb9b88609,ESCO,SKL_c220327afcae,ROME,skos:relatedMatch,0.6471,embed:0.65,auto,,follow work schedule <> Respecter les délais de livraison des projets
SKL_55abf2ea1a9a,ESCO,SKL_c220327afcae,ROME,skos:relatedMatch,0.6318,embed:0.63,auto,,meet deadlines <> Respecter les délais de livraison des projets
SKL_c3a0c65e8834,ESCO,SKL_c220327afcae,ROME,skos:relatedMatch,0.6086,embed:0.61,auto,,carry out project activities <> Respecter les délais de livraison des projets
SKL_8aaaa2337efd,ESCO,SKL_c220327afcae,ROME,skos:relatedMatch,0.603,embed:0.60,auto,,set up equipment in a timely manner <> Respecter les délais de livraison des projets
SKL_5a7d26256464,ESCO,SKL_5ecc7abbc8fe,ROME,skos:relatedMatch,0.6117,embed:0.61,auto,,develop with cloud services <> Concevoir des solutions digitales sans code
SKL_91a3e0a560f7,ESCO,SKL_5ecc7abbc8fe,ROME,skos:relatedMatch,0.6021,embed:0.60,auto,,use automatic programming <> Concevoir des solutions digitales sans code
SKL_d59c1c655f17,ESCO,SKL_5ecc7abbc8fe,ROME,skos:relatedMatch,0.599,embed:0.60,auto,,create software design <> Concevoir des solutions digitales sans code
SKL_e92f735f2558,ESCO,SKL_5ecc7abbc8fe,ROME,skos:relatedMatch,0.5732,embed:0.57,auto,,use functional programming <> Concevoir des solutions digitales sans code
SKL_9d6c8b2769a0,ESCO,SKL_5ecc7abbc8fe,ROME,skos:relatedMatch,0.5652,embed:0.57,auto,,use creative suite software <> Concevoir des solutions digitales sans code
SKL_af20488c8482,ESCO,SKL_4f997a96aff3,ROME,skos:relatedMatch,0.6337,embed:0.63,auto,,use production planning software <> Optimiser les processus de développement de produit
SKL_c7f3dda43bfb,ESCO,SKL_4f997a96aff3,ROME,skos:relatedMatch,0.6154,embed:0.62,auto,,improve business processes <> Optimiser les processus de développement de produit
SKL_739c039c3749,ESCO,SKL_4f997a96aff3,ROME,skos:relatedMatch,0.6143,embed:0.61,auto,,manage software releases <> Optimiser les processus de développement de produit
SKL_6b666d642f2c,ESCO,SKL_4f997a96aff3,ROME,skos:relatedMatch,0.6106,embed:0.61,auto,,identify process improvements <> Optimiser les processus de développement de produit
SKL_fe1544b9b933,ESCO,SKL_4f997a96aff3,ROME,skos:relatedMatch,0.5973,embed:0.60,auto,,plan product management <> Optimiser les processus de développement de produit
SKL_5c25f3273be8,ESCO,SKL_32b1d74582e1,ROME,skos:relatedMatch,0.6165,embed:0.62,auto,,develop design ideas cooperatively <> Faciliter la collaboration inter-équipes pour le développement de produits
SKL_a96ffa22eed3,ESCO,SKL_32b1d74582e1,ROME,skos:relatedMatch,0.603,embed:0.60,auto,,support a designer in the developing process <> Faciliter la collaboration inter-équipes pour le développement de produits
SKL_ff939e2316db,ESCO,SKL_32b1d74582e1,ROME,skos:relatedMatch,0.6022,embed:0.60,auto,,ensure cross-department cooperation <> Faciliter la collaboration inter-équipes pour le développement de produits
SKL_c3a6a015f14b,ESCO,SKL_32b1d74582e1,ROME,skos:relatedMatch,0.6004,embed:0.60,auto,,develop ICT workflow <> Faciliter la collaboration inter-équipes pour le développement de produits
SKL_eed64f813250,ESCO,SKL_32b1d74582e1,ROME,skos:relatedMatch,0.5993,embed:0.60,auto,,provide user documentation <> Faciliter la collaboration inter-équipes pour le développement de produits
SKL_253356ee4eab,ESCO,SKL_032a62fe4309,ROME,skos:relatedMatch,0.6748,embed:0.67,auto,,manage project information <> Communiquer clairement les objectifs de projet
SKL_7ac1f1abe404,ESCO,SKL_032a62fe4309,ROME,skos:relatedMatch,0.6495,embed:0.65,auto,,create project specifications <> Communiquer clairement les objectifs de projet
SKL_197598d2730e,ESCO,SKL_032a62fe4309,ROME,skos:relatedMatch,0.6015,embed:0.60,auto,,present reports <> Communiquer clairement les objectifs de projet
SKL_ee83919bd870,ESCO,SKL_032a62fe4309,ROME,skos:relatedMatch,0.5775,embed:0.58,auto,,finish project within budget <> Communiquer clairement les objectifs de projet
SKL_fa6716bd970c,ESCO,SKL_032a62fe4309,ROME,skos:relatedMatch,0.5764,embed:0.58,auto,,communicate with stakeholders <> Communiquer clairement les objectifs de projet
SKL_c89ab40dad70,ESCO,SKL_b9407f1b9ce2,ROME,skos:relatedMatch,0.5944,embed:0.59,auto,,creatively use digital technologies <> Développer ses compétences en gestion de produits numériques
SKL_e2f90c02665d,ESCO,SKL_b9407f1b9ce2,ROME,skos:relatedMatch,0.5933,embed:0.59,auto,,develop digital content <> Développer ses compétences en gestion de produits numériques
SKL_37eb93868d67,ESCO,SKL_b9407f1b9ce2,ROME,skos:relatedMatch,0.5808,embed:0.58,auto,,manage open publications <> Développer ses compétences en gestion de produits numériques
SKL_8137328e7791,ESCO,SKL_b9407f1b9ce2,ROME,skos:relatedMatch,0.5771,embed:0.58,auto,,keep up to date on product knowledge <> Développer ses compétences en gestion de produits numériques
SKL_588b0ce4feb1,ESCO,SKL_10097b0ee218,ROME,skos:relatedMatch,0.6166,embed:0.62,auto,,implement front-end website design <> Concevoir l'architecture d'un site web
SKL_5b396bf30d7e,ESCO,SKL_10097b0ee218,ROME,skos:relatedMatch,0.5806,embed:0.58,auto,,compose description for web elements <> Concevoir l'architecture d'un site web
SKL_56358ec7d691,ESCO,SKL_10097b0ee218,ROME,skos:relatedMatch,0.5715,embed:0.57,auto,,design cloud architecture <> Concevoir l'architecture d'un site web
SKL_e0cf7c334b3e,ESCO,SKL_10097b0ee218,ROME,skos:relatedMatch,0.5712,embed:0.57,auto,,design enterprise architecture <> Concevoir l'architecture d'un site web
SKL_5c25f3273be8,ESCO,SKL_85be211eabb5,ROME,skos:relatedMatch,0.5812,embed:0.58,auto,,develop design ideas cooperatively <> Collaboration inter-équipes pour projets no code
SKL_c3a0c65e8834,ESCO,SKL_85be211eabb5,ROME,skos:relatedMatch,0.5677,embed:0.57,auto,,carry out project activities <> Collaboration inter-équipes pour projets no code
SKL_f3cd8652eef6,ESCO,SKL_85be211eabb5,ROME,skos:relatedMatch,0.5667,embed:0.57,auto,,collaborate through digital technologies <> Collaboration inter-équipes pour projets no code
SKL_35e39e1cf94d,ESCO,SKL_85be211eabb5,ROME,skos:relatedMatch,0.5571,embed:0.56,auto,,use online tools to collaborate <> Collaboration inter-équipes pour projets no code
SKL_224eb9ad895a,ESCO,SKL_85be211eabb5,ROME,skos:relatedMatch,0.5547,embed:0.55,auto,,human-robot collaboration <> Collaboration inter-équipes pour projets no code
SKL_3f11287772f2,ESCO,SKL_dbd24e9d2e81,ROME,skos:relatedMatch,0.5009,embed:0.50,auto,,create solutions to problems <> Conception de solutions no code
SKL_91a3e0a560f7,ESCO,SKL_ff9a21e14a58,ROME,skos:relatedMatch,0.5492,embed:0.55,auto,,use automatic programming <> Gestion de la performance des solutions no code
SKL_e92f735f2558,ESCO,SKL_ff9a21e14a58,ROME,skos:relatedMatch,0.5404,embed:0.54,auto,,use functional programming <> Gestion de la performance des solutions no code
SKL_ea70d7847575,ESCO,SKL_ff9a21e14a58,ROME,skos:relatedMatch,0.5359,embed:0.54,auto,,use performance 3D visualisation techniques <> Gestion de la performance des solutions no code
SKL_f6deffac4dbf,ESCO,SKL_ff9a21e14a58,ROME,skos:relatedMatch,0.5232,embed:0.52,auto,,maintain database performance <> Gestion de la performance des solutions no code
SKL_5d725c59527d,ESCO,SKL_ff9a21e14a58,ROME,skos:relatedMatch,0.5229,embed:0.52,auto,,tools for software configuration management <> Gestion de la performance des solutions no code
SKL_a056c33cbcd4,ESCO,SKL_9cedc419758f,ROME,skos:relatedMatch,0.562,embed:0.56,auto,,integrate system components <> Intégration de systèmes no code
SKL_a9effbb722ab,ESCO,SKL_9cedc419758f,ROME,skos:relatedMatch,0.5365,embed:0.54,auto,,align software with system architectures <> Intégration de systèmes no code
SKL_91a3e0a560f7,ESCO,SKL_9cedc419758f,ROME,skos:relatedMatch,0.527,embed:0.53,auto,,use automatic programming <> Intégration de systèmes no code
SKL_2b9b57d62800,ESCO,SKL_9cedc419758f,ROME,skos:relatedMatch,0.5179,embed:0.52,auto,,execute integration testing <> Intégration de systèmes no code
SKL_086bb3f16e79,ESCO,SKL_9cedc419758f,ROME,skos:relatedMatch,0.515,embed:0.52,auto,,configure media integration systems <> Intégration de systèmes no code
SKL_5682de6d321b,ESCO,SKL_f71196d20f2d,ROME,skos:relatedMatch,0.5353,embed:0.54,auto,,follow company standards <> Respect des normes de qualité no code
SKL_416b8573cd5d,ESCO,SKL_f71196d20f2d,ROME,skos:relatedMatch,0.5163,embed:0.52,auto,,manage quality <> Respect des normes de qualité no code
SKL_ba0548301caf,ESCO,SKL_f71196d20f2d,ROME,skos:relatedMatch,0.5054,embed:0.51,auto,,quality standards <> Respect des normes de qualité no code
SKL_937411f4e4ec,ESCO,SKL_f71196d20f2d,ROME,skos:relatedMatch,0.5035,embed:0.50,auto,,implement ICT coding conventions <> Respect des normes de qualité no code
SKL_1da867302f5b,ESCO,SKL_174df65f0fd7,ROME,skos:relatedMatch,0.5578,embed:0.56,auto,,perform software unit testing <> Tests et validation de solutions no code
SKL_c2ce930d35e3,ESCO,SKL_174df65f0fd7,ROME,skos:relatedMatch,0.5555,embed:0.56,auto,,debug software <> Tests et validation de solutions no code
SKL_b66a815da958,ESCO,SKL_174df65f0fd7,ROME,skos:relatedMatch,0.5451,embed:0.55,auto,,execute software tests <> Tests et validation de solutions no code
SKL_e92f735f2558,ESCO,SKL_174df65f0fd7,ROME,skos:relatedMatch,0.534,embed:0.53,auto,,use functional programming <> Tests et validation de solutions no code
SKL_c92f3cc793bd,ESCO,SKL_174df65f0fd7,ROME,skos:relatedMatch,0.5285,embed:0.53,auto,,conduct ICT code review <> Tests et validation de solutions no code
SKL_d59c1c655f17,ESCO,SKL_6a6bc588773c,ROME,skos:relatedMatch,0.5499,embed:0.55,auto,,create software design <> Concepteur développeur d'applications no code
SKL_5a7d26256464,ESCO,SKL_6a6bc588773c,ROME,skos:relatedMatch,0.5342,embed:0.53,auto,,develop with cloud services <> Concepteur développeur d'applications no code
SKL_91a3e0a560f7,ESCO,SKL_6a6bc588773c,ROME,skos:relatedMatch,0.5232,embed:0.52,auto,,use automatic programming <> Concepteur développeur d'applications no code
SKL_2621a1e8af59,ESCO,SKL_6a6bc588773c,ROME,skos:relatedMatch,0.5064,embed:0.51,auto,,integrated development environment software <> Concepteur développeur d'applications no code
SKL_b84a9945d501,ESCO,SKL_6a6bc588773c,ROME,skos:relatedMatch,0.5013,embed:0.50,auto,,design application interfaces <> Concepteur développeur d'applications no code
SKL_e99fc85ebe7c,ESCO,SKL_0fe57d563b57,ROME,skos:relatedMatch,0.6438,embed:0.64,auto,,use software for data preservation <> Utiliser des logiciels spécifiques aux sciences humaines pour l'analyse de données
SKL_014598d4e683,ESCO,SKL_0fe57d563b57,ROME,skos:relatedMatch,0.6359,embed:0.64,auto,,use software libraries <> Utiliser des logiciels spécifiques aux sciences humaines pour l'analyse de données
SKL_91a3e0a560f7,ESCO,SKL_0fe57d563b57,ROME,skos:relatedMatch,0.633,embed:0.63,auto,,use automatic programming <> Utiliser des logiciels spécifiques aux sciences humaines pour l'analyse de données
SKL_60f44085f999,ESCO,SKL_d6004c4b15d0,ROME,skos:relatedMatch,0.5728,embed:0.57,auto,,build predictive models <> Concevoir des algorithmes d'apprentissage automatique
SKL_91a3e0a560f7,ESCO,SKL_d6004c4b15d0,ROME,skos:relatedMatch,0.5725,embed:0.57,auto,,use automatic programming <> Concevoir des algorithmes d'apprentissage automatique
SKL_2be24dceca04,ESCO,SKL_d6004c4b15d0,ROME,skos:relatedMatch,0.5636,embed:0.56,auto,,develop computer vision system <> Concevoir des algorithmes d'apprentissage automatique
SKL_f538b5a71a6c,ESCO,SKL_d6004c4b15d0,ROME,skos:relatedMatch,0.5576,embed:0.56,auto,,utilise machine learning <> Concevoir des algorithmes d'apprentissage automatique
SKL_62ddf5eab27d,ESCO,SKL_ab3e5a571c28,ROME,skos:relatedMatch,0.5802,embed:0.58,auto,,maintain ICT system <> Optimiser les performances des systèmes d'IA
SKL_c7f3dda43bfb,ESCO,SKL_ab3e5a571c28,ROME,skos:relatedMatch,0.5524,embed:0.55,auto,,improve business processes <> Optimiser les performances des systèmes d'IA
SKL_64bb489b222a,ESCO,SKL_ab3e5a571c28,ROME,skos:relatedMatch,0.5505,embed:0.55,auto,,manage data collection systems <> Optimiser les performances des systèmes d'IA
