entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_12c9b67d4274,ESCO,36500a31-3204-45b2-bf75-5cfe06d9cea2,use thermal management,utiliser la gestion thermique,thermal management providing | thermal management using | providing thermal management solutions | using thermal management | provide thermal management | thermal management use | thermal management solutions providing | provide thermal management solutions | providing thermal management,,"Provide thermal management solutions for product design, system development and electronic devices used to protect high power systems and applications in demanding environments. These can be eventually collaborated with customers or other engineers.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_fe73a00d18a6,ESCO,52e3507b-1cad-409f-9146-3c5e2afe7df9,manage online communications,gérer des communications en ligne,supervise online communications | manage online communication | managing online communications | manage communications which are online | handle online communications | oversee online communications | manage on-line communications,,"Oversee and supervise communications of a company, entity, or person in online outlets. Ensure that the information being communicated online is in line with the strategy and image aimed to be conveyed.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_84046717a1ac,ESCO,94758266-bb0f-4e41-bedb-349ecacfaf5c,create freight rate databases,créer des bases de données sur les taux de fret,develop and maintain databases of freight rates | keep and update databases of freight rates | maintain databases of cargo rates | keep and update freight rate databases | develop and maintain freight rate databases | maintain databases of freight rates | maintain cargo rate databases | keep databases of cargo rates | keep databases of freight rates | keep freight rate databases | update databases of freight rates,,Develop and maintain freight rate databases for use by supply chain departments in order to determine and adopt the most cost-efficient modes of transportation.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,data_databases
SKL_5575f7d77069,ESCO,47d491a9-f7c0-4b13-a10f-983d3aa0113e,safety engineering,ingénierie de la sécurité,system safety engineering | safety science | safety management | process safety engineering,ingénierie de la sécurité des systèmes | sciences de la sécurité | ingénierie de la sécurité des procédés | science de la sécurité | gestion de la sécurité,"The study of the risks associated with engineered designs and systems, accident prevention as well as the safety benefits of reducing deaths and injuries. The discipline focuses on analysing and mitigating potential hazards in engineering processes.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_2fe5e968e8ff,ESCO,88b9ac3d-1c1d-44d1-9584-c4f5dd2503b3,improve user-friendliness,améliorer la facilité d’utilisation,revise user-friendliness | modify user-friendliness | ameliorate user-friendliness | improving user-friendliness | update user-friendliness,,Research and test new methods to make a product such as a website or map easier to use and understand.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_fafe9e3c370d,ESCO,d1ed5b3a-cab5-4c5d-baf8-0214998b58fb,protect health and well-being while using digital technologies,protéger la santé et le bien-être lors de l’utilisation des technologies numériques,safeguard health and well-being while using digital technologies | assure health and well-being while using digital technologies | ensure compliance with health and well-being practices while using digital technologies | ensure health and well-being protection while using digital technologies | secure health and well-being while using digital technologies,,Be able to avoid health-risks and threats to physical and psychological well-being while using digital technologies. Be able to protect oneself and others from possible dangers in digital environments (e.g. cyber bullying). Be aware of digital technologies for social well-being and social inclusion.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_e3c6c843b14b,ESCO,334e3e49-fb02-4051-809a-f06adfdc1c40,troubleshoot,effectuer un dépannage,troubleshoot problems | deal with problems | troubleshooting | identify problems | identifying problems | perform troubleshooting,,"Identify operating problems, decide what to do about it and report accordingly.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_1dda76e1d1b2,ESCO,72812eb6-5a0f-48e8-815d-3d2a16b8e963,operate an audio mixing console,utiliser une console de mixage audio,control a sound mixing system live | control a sound mixing console | control an audio mixing system live | operate an audio mixing system live | control an audio mixing console | operate a sound mixing console | operate a sound mixing system live,,Operate an audio mixing system during rehearsals or during live performances.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_ae8a143ffa63,ESCO,b16bcbcb-1d3f-42b3-a6a5-b91348a72b70,WildFly,WildFly,Jboss,,The open-source application server JBoss is a Linux based platform which supports Java applications and large websites.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_f8b61597f142,ESCO,0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,conduct literature research,mener des recherches documentaires,review literature | conducting literature review | literature reviewing | literature review conducting | reviewing literature,,Conduct a comprehensive and systematic research of information and publications on a specific literature topic. Present a comparative evaluative literature summary.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_5f54eb0fcc33,ESCO,e4a9ec84-4eb3-494b-8a70-0fcf0d687f03,tend lathe,utiliser un tour,monitor lathe | guard turning machine | watch over lathe | guard lathe | watch over turning machine | oversee lathe | oversee turning machine | monitor turning machine,,"Tend a lathe designed for cutting manufacturing processes on metal, wooden, plastic materials and others, monitor and operate it, according to regulations.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_5a5e5d87b3eb,ESCO,eee58e6d-4587-42f0-b9a0-fe055cfe2044,develop animations,élaborer des animations,design animations | develop animated models | design graphics and animation | developing animations | develop an animation,,"Design and develop visual animations using creativity and computer skills. Make objects or characters appear lifelike by manipulating light, colour, texture, shadow, and transparency, or manipulating static images to give the illusion of motion.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_745cf2451701,ESCO,8ee39fb7-8b46-490e-ae21-6e8b32854dd6,manage dispatch software systems,gérer les systèmes logiciels d'expédition,manage dispatch software systems; | manage software systems used in dispatching | administer dispatch software systems | conduct dispatch software management activities | oversee dispatch software | oversee computer programmes used in dispatching operations | oversee software systems used in dispatching | administer systems of dispatch software | perform dispatch software management activities | manage computer programmes used in dispatching operations | manage systems of dispatch software | oversee dispatch software systems | manage dispatch software,,"Manage dispatch software systems to execute tasks such as work order generation, route planning, and other activities.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_624d466ce10c,ESCO,95c35c3a-035f-47c2-90cf-7e934d20fc08,electronics,électronique,electronic devices | electronic components | functioning of electronics | functions of electronic systems | electronic equipment | principles of electronic systems | electronic systems | aspects of electronics | characteristics of electronic systems | features of electronics | electronic apparatus | characteristics of electronic equipment,,"The functioning of electronic circuit boards, processors, chips, and computer hardware and software, including programming and applications.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_e0114735e48c,ESCO,df12fd50-55dc-4cfd-a021-818880668789,maintain control systems for automated equipment,entretenir les systèmes de commande d'équipements automatisés,maintain controlling systems for automated equipment | repair control systems for automated equipment | check control systems for automated equipment | maintain systems to control automated equipment | update software for electronic equipment,,"Check, maintain and repair electrical and electronic elements. Check and update software of automated equipment.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_acb7132e14ad,ESCO,f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintain ICT server,maintenir un serveur,diagnose server hardware faults | repair hardware faults,,"Diagnose and eliminate hardware faults via repair or replacement. Take preventive measures, review performance, update software, review accessibility.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,systems_infrastructure
SKL_2c5946867d1c,ESCO,e3f2c37f-e484-4b4c-ad82-f565a2b98f89,environmental management monitors,écrans de contrôle environnemental,environmental surveillance systems,,The hardware and equipment suitable for measurement and live monitoring of environmental parameters.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_096204475b7f,ESCO,bb2b4485-2bad-402f-8517-44bf7d9afff4,implement anti-virus software,installer un logiciel antivirus,load malware protection | loading malware protection | installing anti-malware software | install anti-virus software | anti-virus software installing | install anti-malware software | anti-malware software installing | implementing anti-virus software | anti-virus software implementing | installing anti-virus software,installer un programme anti-virus | installer un anti-virus,"Download, install and update software to prevent, detect and remove malicious software, such as computer viruses.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_b7c44dbca3af,ESCO,406117ad-e035-483f-bbd3-9f6c2d95e535,provide online help,proposer une aide en ligne,give online support | give online help | provide online support | give online assistance to users | offer ICT-based user support,,Provide support information to users delivered through an ICT system to give assistance or present information either on a broad range of subjects or for a specific topic or product.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_1c4d8e36df0c,ESCO,e439742d-558d-4f52-885e-afdc740b48cf,"browse, search and filter data, information and digital content","tirer parti de données, d’informations et de contenus numériques par la navigation, les recherches et le filtrage","search, browse, and filter information and digital content",,"Articulate information needs, search for data, information and content in digital environments, access them and navigate between them. Create and update personal search strategies.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_a474d184a0a0,ESCO,48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,fournir des rapports d’analyse coût-bénéfice,provide reports on cost benefit analysis | provide cost-benefit analysis reports | produce cost benefit analysis reports | generate cost benefit analysis reports | providing cost benefit analysis reports | create cost benefit analysis reports | provide cost benefit analysis report,,"Prepare, compile and communicate reports with broken down cost analysis on the proposal and budget plans of the company. Analyse the financial or social costs and benefits of a project or investment in advance over a given period of time.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_96ee9eaa399f,ESCO,946c1229-1171-40d4-82cc-fe3f483ca100,perform escalation procedure,effectuer une procédure d'escalade,implement escalation procedure | undertake escalation procedure | complete escalation procedure | performing escalation procedure | perform an escalation procedure | perform escalation procedures,,"Assess situations in which a solution cannot be provided right away, and ensure that it is brought to the next levels of support.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_62fa44ce32e3,ESCO,54971fec-1c2f-49c0-9396-2f0c9fa5c8c0,LAMS,LAMS,Learning Activity Management System,,"The computer program LAMS is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the LAMS Foundation.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_b7788b308fa1,ESCO,40001d93-8937-4859-89d5-2dca53290ff4,share through digital technologies,participer à des échanges au moyen de technologies numériques,share data through appropriate digital technologies | share digital content through appropriate digital technologies | act as intermediary in digital technology,,"Share data, information and digital content with others through appropriate digital technologies. Act as an intermediary, know about referencing and attribution practices.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_7b532d99c141,ESCO,b820c9de-4d00-4e79-9af9-33f26044ff42,teach computer science,enseigner l’informatique,teaching computer science | teaches computer science | explain computer science | provide instruction on computer science | educate on computer science,,"Instruct students in the theory and practice of computer science, more specifically in the development of software systems, programming languages, artificial intelligence, and software security.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_dc43398c7513,ESCO,1f1bef0f-2484-4136-a5bf-6ed80346a671,solve problems in gambling through digital means,résoudre des problèmes liés à l’exploitation de jeux d’argent par des moyens numériques,solve gambling problems through digital means | work out gambling problems through digital means | find a solution to problems in gambling through information technology | solving problems in gambling through digital means,,"Use ICT resources, tools and competence in order to solve gambling, betting and lottery problems such as game operation problems.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_54429feac7cb,ESCO,071233c4-ad2b-4f50-b79f-768d2231163e,domain name service,système de noms de domaine,DNS | DNS server,DNS | serveur DNS,Naming database which maps internet domain names to Internet Protocol (IP) addresses. The Domain Name System allows internet users to utilise names such as website titles instead of remembering numeric IP addresses used by computers to locate a concrete website.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_071d40f9fd14,ESCO,485cdafb-3c7f-4104-ab1c-773e6131a39a,conduct scholarly research,mener des recherches universitaires,conduct scholar research,effectuer des recherches académiques | réaliser des recherches académiques | accomplir des recherches académiques | mener des travaux de recherche | entreprendre des recherches académiques | mener des activités de recherche,Plan scholarly research by formulating the research question and conducting empirical or literature research in order to investigate the truth of the research question.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_9a3f73fe0e5c,ESCO,26879b10-1df9-4071-a4c5-cb8e32eddb99,acoustics,acoustique,understand acoustics | acoustic sounds | knowledge of acoustics | sounds | amplification | hearing | noises,,"The study of sound, its reflection, amplification and absorption in a space.",,knowledge,cross-sector,hard,esco_knowledge_pillar,knowledge_general
SKL_ac0b25e174b2,ESCO,6b42f6d0-709f-4011-b777-2c8ecc559214,maintain broadcast equipment,entretenir du matériel de diffusion,fix broadcast equipment | conserve broadcast equipment | protect broadcast equipment | safeguard broadcast equipment | maintaining broadcast equipment | maintain broadcasting equipment,,"Maintain, check, and repair broadcast equipment to ensure continuity of operations.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_335328852ed8,ESCO,eb275d0d-64bb-49cb-a501-72aff776088f,use session border controller,utiliser un contrôleur de session en périphérie,use SBC,utiliser un SBC | protéger les réseaux de communication IP | utiliser des contrôleurs de session en périphérie | utiliser un contrôler SBC | gérer les appels | utiliser un contrôleur de périphérie de session,Manage calls during a given voice over Internet Protocol (VoIP) session and ensure security and quality of service by operating a session border controller (SBC).,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_f66d4af78875,ESCO,0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,communiquer avec des clients,provide customer service | supply customer service | respond to customer requests | respond to customers | engage with customers | help customers | assist customers | talk with customers | communicate with clients | interact with customers | interact with clients,,"Respond to and communicate with customers in the most efficient and appropriate manner to enable them to access the desired products or services, or any other help they may require.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_024afcd7f63b,ESCO,8f849584-2326-4e7b-9a3e-d40d7cdb729f,operate train integrated electronic control centre,utiliser un centre de contrôle électronique intégré,operate railway integrated electronic control centre | conduct integrated electronic control centre activities | execute integrated electronic control centre operations | operate rail integrated electronic control centre | undertake integrated electronic control centre operations | perform integrated electronic control centre operations | operate train electronic integrated control centre | operate integrated electronic centres for railways | operate train integrated electronic control center | operate integrated electronic control centres for trains | carry out integrated electronic control centre operations,,Operate integrated electronic control centres where signallers apply modern-day technological operating systems and equipment to control train progression over long stretches of railway track.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_7e88ed7907b6,ESCO,de586dcf-d7e5-4340-bf5b-d59026f1b436,penetration testing tool,outil de test d’intrusion,I.C.U.MVS | COPS | CA-Examine | IP360 Vulnerability Management System | S10SCAN | metasploit | PanSec | Quickinspector | Nfsbug | NTellect | Pmutil | Chkpwd | GamaScan | SFProtect Mobile | Hobgoblin | VAM | SAM System Scanner | Trojan | Cisco Secure Scanner | Burpsuite | SFProtect Server | HackerShield | penetration testing software | SAM Internet Scanner | NMAP | output of a penetration test | PhoneSweep | NTCrack | webinspect,plateforme de test d’intrusion | logiciel de test d’intrusion | metasploit | Burpsuite | méthode d’évaluation de la sécurité | webinspect | test d’intrusion | outil de test de pénétration,"The specialised ICT tools which test security weaknesses of the system for potentially unauthorised access to system information such as Metasploit, Burp suite and Webinspect.",,knowledge,sector-specific,hard,esco_knowledge_pillar,security
SKL_a126050b0def,ESCO,695c3249-18e7-4435-bdb8-54a16011159d,develop documentation in accordance with legal requirements,établir la documentation conformément aux exigences légales,comply documentation with standards,produire la documentation conformément aux exigences légales | élaborer la documentation conformément aux exigences légales | rédiger la documentation conformément aux exigences légales | établir de la documentation conformément aux exigences légales | établir la documentation conformément aux prescriptions juridiques | préparer la documentation conformément aux exigences légales,"Create professionally written content describing products, applications, components, functions or services in compliance with legal requirements and internal or external standards.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_c18c5f00290e,ESCO,4cd85845-f31c-4306-994d-e12d45114d83,teach in academic or vocational contexts,enseigner dans des contextes universitaires ou professionnels,instruct in educational or vocational settings | provide instruction in academic or vocational domains | teach students in academic or vocational contexts,,"Instruct students in the theory and practice of academic or vocational subjects, transferring the content of own and others' research activities.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_36c8b1712a0f,ESCO,f84a433f-34f1-4083-b0a3-24802623509c,web services,services web,web services systems,systèmes de services web,XML-based information systems that allows for direct interactions between applications through Internet. It is a set of protocols for transferring data between applications and systems.,,knowledge,sector-specific,hard,esco_knowledge_pillar,web
SKL_5c25f3273be8,ESCO,fcc0a1c8-d36e-4f8e-b928-00d5bca10a47,develop design ideas cooperatively,développer des idées de conception en groupe,develop cooperatively design ideas | share and develop design ideas | develop ideas for design cooperatively | share and develop design ideas with others,,"Share and develop design ideas with the artistic team. Conceptualise new ideas independently and with others. Present your idea, gain feedback and take it into account. Make sure the design fits with the work of other designers.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_d48b97ab7b29,ESCO,6b222aac-688c-4c9d-acbc-7fe25d37565e,maintain system logs,tenir des journaux système,equipment tests document | documentation of equipment tests | equipment test documentation | maintaining system logs | documenting of equipment tests | documenting equipment tests | maintenance of system logs | system logs maintenance | maintaining of system logs | document equipment tests,,Maintain system logs or manuals to document equipment testing and operation.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_dc4c59fd5c78,ESCO,4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,gérer des données interopérables et réutilisables faciles à trouver et accessibles,ensure data availability | ensure data reusability | support data reuse in research | ensure corrected data storing,,"Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_d8365db0bf51,ESCO,2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,processus de conception,design-to-cost process | process design,processus de création | procédé de conception | démarche de conception | phase de conception | conception du processus,"Identify the workflow and resource requirements for a particular process, using a variety of tools such as process simulation software, flowcharting and scale models.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_621054dadc59,ESCO,0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,manage schedule of tasks,gérer un planning de tâches,task scheduling | organise tasks | schedule tasks | organize tasks | task planning | assign and schedule tasks | task management | manage task scheduling | plan tasks | manage tasking,,"Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_4c74ce68af15,ESCO,3c7d58c9-125e-4d8d-9102-b8022c54d0b5,operate maritime communication equipment,utiliser des équipements de communication maritime,maintain and operate maritime communications apparatus | use maritime communication devices | utilise maritime communication equipment | undertake maritime communications equipment activities | carry out operations using maritime communications equipment | perform operations using maritime communications equipment | use maritime communication equipment | operate maritime communication devices | maintain maritime communications equipment and devices | utilise maritime communication devices,,Operate and maintain maritime communication devices. Conduct periodic inspections of communication equipment.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_84e2db4e5f1a,ESCO,99c4c69a-025c-464f-adda-874c7f107a31,engage with stakeholders,dialoguer avec les parties prenantes,achieve shared understandings with stakeholders | undertake stakeholders engagement processes | use processes for negotiated agreements with stakeholders | build partnerships with stakeholders | negotiate agreements with stakeholders,,"Use a variety of processes that result in mutually negotiated agreements, shared understandings and consensus building. Build partnerships within the work context.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_d239ba97bcd3,ESCO,9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,control objectives for information and related technology,objectifs de contrôle de l’information et des technologies associées,COBIT,référentiel CMMI | référentiel ITIL | audit des systèmes d’information | référentiel de gouvernance du système d’information | référentiel CobiT | COBIT,"The risk and controls framework such as Control Objectives for Information and Related Technology (COBIT), which supports decision makers to resolve the gap between business risks, requirements and technical issues.",,knowledge,occupation-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_e7c44062c161,ESCO,c6c37f68-190e-4482-905c-93007a64ed61,operate radar equipment,utiliser un équipement radar,operate radar equipment and devices | ensure aircraft safety through use of radar equipment | utilise radar equipment | study radar images | conduct aviation navigation activities through use of radar equipment | use radar equipment | use radar devices | perform radar operations to ensure aviation safety | operate radar devices | utilise radar equipment to ensure aviation safety | use aviation radars | perform aviation navigation activities through use of radar equipment | ensure aviation safety through use of radar equipment | utilise radar devices,utiliser des équipements radar | mener des activités de navigation aérienne au moyen d'équipements radar | assurer la sécurité des aéronefs grâce à l'utilisation d'équipements radar | effectuer des opérations radar pour assurer la sécurité aérienne | faire fonctionner des équipements et des appareils radar | actionner des dispositifs radar | effectuer des activités de navigation aérienne à l'aide d'équipements radar | faire fonctionner l'équipement et les dispositifs radar | effectuer des activités de navigation aérienne au moyen d'équipements radar | assurer la sécurité aérienne grâce à l'utilisation d'équipements radar | utiliser des radars d'aviation | faire fonctionner un équipement radar | faire fonctionner des appareils radar | mener des activités de navigation aérienne grâce à l'utilisation d'équipements radar | utiliser des appareils radar | utiliser des dispositifs radar | étudier les images radar | utiliser des équipements radar pour assurer la sécurité aérienne,Operate radar screens and other radar equipment. Ensure that aircraft fly at a safe distance from one another.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_6bb3cc07b2cc,ESCO,b4057ecb-06d6-45db-a352-ce73e3fd991d,blockchain history,histoire de la technologie de la blockchain,blockchain technology history | history of blockchain,histoire de la blockchain | histoire de la technologie blockchain,Key historical facts and milestones in the blockchain technology as well as the implementations and applications that emerged on top of it.,,knowledge,sector-specific,hard,esco_knowledge_pillar,emerging_tech
SKL_cd8ba7413876,ESCO,d822b4b2-26c7-4bd9-970d-229c6504f615,create digital content,créer du contenu numérique,create content in digital form | edit digital content | produce digital content,,"Create and edit simple items of digital content, where needed with guidance.",,skill/competence,transversal,soft,esco_transversal_collection,soft_transversal
SKL_f4d0cefc6a44,ESCO,1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1,forecast organisational risks,prévoir des risques opérationnels,forecasting organisational risks | foresee organisational risks | forecast organizational risks | forecast organisational risk | predict organisational risks,,"Analyse the operations and actions of a company in order to assess their repercussions, possible risks for the company, and to develop suitable strategies to address these.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_030cdb77fd91,ESCO,553e1d2d-abf1-4b37-8ac4-c5c78a8edbc0,proxy servers,serveurs mandataires,Nginx web server,serveurs proxy | serveur web Nginx,"The proxy tools which act as an intermediary for requests from users searching for resources e.g. files and web pages from other servers such as Burp, WebScarab, Charles or Fiddler.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_81f91dce66e4,ESCO,be20d05c-f6b4-4580-9fcf-f00f4baab562,make data-driven decisions,prendre des décisions fondées sur les données,take decisions based on data,prendre des décisions basées sur des données | prendre des décisions sur la base de données,Collect data such as Key Performance Indicators (KPIs) for an organisation and use the information to formulate actions and strategies.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
